World,Date,World-1,World-2,World-3,World-6,World-12
63.79995555105441,200001,,,,,
64.88656218364305,200002,63.79995555105441,,,,
64.96849990540068,200003,64.88656218364305,63.79995555105441,,,
65.5916923806008,200004,64.96849990540068,64.88656218364305,63.79995555105441,,
67.56776716223774,200005,65.5916923806008,64.96849990540068,64.88656218364305,,
66.45128524473114,200006,67.56776716223774,65.5916923806008,64.96849990540068,,
67.50204079284761,200007,66.45128524473114,67.56776716223774,65.5916923806008,63.79995555105441,
68.65362060759426,200008,67.50204079284761,66.45128524473114,67.56776716223774,64.88656218364305,
68.6006491924881,200009,68.65362060759426,67.50204079284761,66.45128524473114,64.96849990540068,
69.50029050896956,200010,68.6006491924881,68.65362060759426,67.50204079284761,65.5916923806008,
69.71870622928972,200011,69.50029050896956,68.6006491924881,68.65362060759426,67.56776716223774,
69.8691225606057,200012,69.71870622928972,69.50029050896956,68.6006491924881,66.45128524473114,
69.57760598560532,200101,69.8691225606057,69.71870622928972,69.50029050896956,67.50204079284761,63.79995555105441
68.75008243387944,200102,69.57760598560532,69.8691225606057,69.71870622928972,68.65362060759426,64.88656218364305
68.4736954965245,200103,68.75008243387944,69.57760598560532,69.8691225606057,68.6006491924881,64.96849990540068
67.79417722882312,200104,68.4736954965245,68.75008243387944,69.57760598560532,69.50029050896956,65.5916923806008
67.39692953588542,200105,67.79417722882312,68.4736954965245,68.75008243387944,69.71870622928972,67.56776716223774
67.24135588598905,200106,67.39692953588542,67.79417722882312,68.4736954965245,69.8691225606057,66.45128524473114
66.47429567049505,200107,67.24135588598905,67.39692953588542,67.79417722882312,69.57760598560532,67.50204079284761
66.6645562838265,200108,66.47429567049505,67.24135588598905,67.39692953588542,68.75008243387944,68.65362060759426
65.59263162453199,200109,66.6645562838265,66.47429567049505,67.24135588598905,68.4736954965245,68.6006491924881
66.54465621905621,200110,65.59263162453199,66.6645562838265,66.47429567049505,67.79417722882312,69.50029050896956
66.28069396043762,200111,66.54465621905621,65.59263162453199,66.6645562838265,67.39692953588542,69.71870622928972
65.37909393837478,200112,66.28069396043762,66.54465621905621,65.59263162453199,67.24135588598905,69.8691225606057
66.65112741108862,200201,65.37909393837478,66.28069396043762,66.54465621905621,66.47429567049505,69.57760598560532
67.42241464073206,200202,66.65112741108862,65.37909393837478,66.28069396043762,66.6645562838265,68.75008243387944
67.80061956274713,200203,67.42241464073206,66.65112741108862,65.37909393837478,65.59263162453199,68.4736954965245
68.81374169616514,200204,67.80061956274713,67.42241464073206,66.65112741108862,66.54465621905621,67.79417722882312
68.18795197292758,200205,68.81374169616514,67.80061956274713,67.42241464073206,66.28069396043762,67.39692953588542
69.46876382288295,200206,68.18795197292758,68.81374169616514,67.80061956274713,65.37909393837478,67.24135588598905
70.01749737359663,200207,69.46876382288295,68.18795197292758,68.81374169616514,66.65112741108862,66.47429567049505
70.00731975440902,200208,70.01749737359663,69.46876382288295,68.18795197292758,67.42241464073206,66.6645562838265
70.68171260350809,200209,70.00731975440902,70.01749737359663,69.46876382288295,67.80061956274713,65.59263162453199
70.60507546043388,200210,70.68171260350809,70.00731975440902,70.01749737359663,68.81374169616514,66.54465621905621
71.6050579810109,200211,70.60507546043388,70.68171260350809,70.00731975440902,68.18795197292758,66.28069396043762
70.5480210126484,200212,71.6050579810109,70.60507546043388,70.68171260350809,69.46876382288295,65.37909393837478
71.82151917348757,200301,70.5480210126484,71.6050579810109,70.60507546043388,70.01749737359663,66.65112741108862
71.56428140583799,200302,71.82151917348757,70.5480210126484,71.6050579810109,70.00731975440902,67.42241464073206
71.83208427797138,200303,71.56428140583799,71.82151917348757,70.5480210126484,70.68171260350809,67.80061956274713
72.00335574709774,200304,71.83208427797138,71.56428140583799,71.82151917348757,70.60507546043388,68.81374169616514
71.98883995793761,200305,72.00335574709774,71.83208427797138,71.56428140583799,71.6050579810109,68.18795197292758
71.69549802883967,200306,71.98883995793761,72.00335574709774,71.83208427797138,70.5480210126484,69.46876382288295
72.91930232006362,200307,71.69549802883967,71.98883995793761,72.00335574709774,71.82151917348757,70.01749737359663
72.03454851730774,200308,72.91930232006362,71.69549802883967,71.98883995793761,71.56428140583799,70.00731975440902
74.49296358754012,200309,72.03454851730774,72.91930232006362,71.69549802883967,71.83208427797138,70.68171260350809
75.74311261180434,200310,74.49296358754012,72.03454851730774,72.91930232006362,72.00335574709774,70.60507546043388
76.04931496440253,200311,75.74311261180434,74.49296358754012,72.03454851730774,71.98883995793761,71.6050579810109
77.54173458157216,200312,76.04931496440253,75.74311261180434,74.49296358754012,71.69549802883967,70.5480210126484
76.95660151304376,200401,77.54173458157216,76.04931496440253,75.74311261180434,72.91930232006362,71.82151917348757
78.44047104400062,200402,76.95660151304376,77.54173458157216,76.04931496440253,72.03454851730774,71.56428140583799
79.23557865623727,200403,78.44047104400062,76.95660151304376,77.54173458157216,74.49296358754012,71.83208427797138
79.90737909090751,200404,79.23557865623727,78.44047104400062,76.95660151304376,75.74311261180434,72.00335574709774
80.27035195050892,200405,79.90737909090751,79.23557865623727,78.44047104400062,76.04931496440253,71.98883995793761
81.5533949297075,200406,80.27035195050892,79.90737909090751,79.23557865623727,77.54173458157216,71.69549802883967
81.17097055112976,200407,81.5533949297075,80.27035195050892,79.90737909090751,76.95660151304376,72.91930232006362
80.6708453473641,200408,81.17097055112976,81.5533949297075,80.27035195050892,78.44047104400062,72.03454851730774
81.63681342569883,200409,80.6708453473641,81.17097055112976,81.5533949297075,79.23557865623727,74.49296358754012
82.25769269058702,200410,81.63681342569883,80.6708453473641,81.17097055112976,79.90737909090751,75.74311261180434
83.25696393440819,200411,82.25769269058702,81.63681342569883,80.6708453473641,80.27035195050892,76.04931496440253
84.08649318818465,200412,83.25696393440819,82.25769269058702,81.63681342569883,81.5533949297075,77.54173458157216
83.74997644703858,200501,84.08649318818465,83.25696393440819,82.25769269058702,81.17097055112976,76.95660151304376
83.23812397693534,200502,83.74997644703858,84.08649318818465,83.25696393440819,80.6708453473641,78.44047104400062
83.54579726775232,200503,83.23812397693534,83.74997644703858,84.08649318818465,81.63681342569883,79.23557865623727
85.91542446045996,200504,83.54579726775232,83.23812397693534,83.74997644703858,82.25769269058702,79.90737909090751
86.05287787243316,200505,85.91542446045996,83.54579726775232,83.23812397693534,83.25696393440819,80.27035195050892
86.38907273656896,200506,86.05287787243316,85.91542446045996,83.54579726775232,84.08649318818465,81.5533949297075
85.59118986764932,200507,86.38907273656896,86.05287787243316,85.91542446045996,83.74997644703858,81.17097055112976
86.78420790904397,200508,85.59118986764932,86.38907273656896,86.05287787243316,83.23812397693534,80.6708453473641
87.45114643940386,200509,86.78420790904397,85.59118986764932,86.38907273656896,83.54579726775232,81.63681342569883
88.14869782415775,200510,87.45114643940386,86.78420790904397,85.59118986764932,85.91542446045996,82.25769269058702
89.16338979010183,200511,88.14869782415775,87.45114643940386,86.78420790904397,86.05287787243316,83.25696393440819
91.40349651743854,200512,89.16338979010183,88.14869782415775,87.45114643940386,86.38907273656896,84.08649318818465
91.07427526825205,200601,91.40349651743854,89.16338979010183,88.14869782415775,85.59118986764932,83.74997644703858
91.81209184407483,200602,91.07427526825205,91.40349651743854,89.16338979010183,86.78420790904397,83.23812397693534
93.06848418750211,200603,91.81209184407483,91.07427526825205,91.40349651743854,87.45114643940386,83.54579726775232
93.08634206950293,200604,93.06848418750211,91.81209184407483,91.07427526825205,88.14869782415775,85.91542446045996
93.37889728899127,200605,93.08634206950293,93.06848418750211,91.81209184407483,89.16338979010183,86.05287787243316
94.20428324159505,200606,93.37889728899127,93.08634206950293,93.06848418750211,91.40349651743854,86.38907273656896
93.13670014957924,200607,94.20428324159505,93.37889728899127,93.08634206950293,91.07427526825205,85.59118986764932
94.34586638443582,200608,93.13670014957924,94.20428324159505,93.37889728899127,91.81209184407483,86.78420790904397
95.59825245928786,200609,94.34586638443582,93.13670014957924,94.20428324159505,93.06848418750211,87.45114643940386
95.62073047723004,200610,95.59825245928786,94.34586638443582,93.13670014957924,93.08634206950293,88.14869782415775
97.26898629960343,200611,95.62073047723004,95.59825245928786,94.34586638443582,93.37889728899127,89.16338979010183
97.83552942085335,200612,97.26898629960343,95.62073047723004,95.59825245928786,94.20428324159505,91.40349651743854
98.09269566578779,200701,97.83552942085335,97.26898629960343,95.62073047723004,93.13670014957924,91.07427526825205
98.35111186625394,200702,98.09269566578779,97.83552942085335,97.26898629960343,94.34586638443582,91.81209184407483
98.31426610551142,200703,98.35111186625394,98.09269566578779,97.83552942085335,95.59825245928786,93.06848418750211
98.55745959891817,200704,98.31426610551142,98.35111186625394,98.09269566578779,95.62073047723004,93.08634206950293
98.76458666394373,200705,98.55745959891817,98.31426610551142,98.35111186625394,97.26898629960343,93.37889728899127
99.63666334578537,200706,98.76458666394373,98.55745959891817,98.31426610551142,97.83552942085335,94.20428324159505
99.86909358820694,200707,99.63666334578537,98.76458666394373,98.55745959891817,98.09269566578779,93.13670014957924
100.68986502635198,200708,99.86909358820694,99.63666334578537,98.76458666394373,98.35111186625394,94.34586638443582
100.34246072620269,200709,100.68986502635198,99.86909358820694,99.63666334578537,98.31426610551142,95.59825245928786
101.37353051158847,200710,100.34246072620269,100.68986502635198,99.86909358820694,98.55745959891817,95.62073047723004
102.02185759604555,200711,101.37353051158847,100.34246072620269,100.68986502635198,98.76458666394373,97.26898629960343
101.73331028325842,200712,102.02185759604555,101.37353051158847,100.34246072620269,99.63666334578537,97.83552942085335
104.56025791309915,200801,101.73331028325842,102.02185759604555,101.37353051158847,99.86909358820694,98.09269566578779
103.70611592123416,200802,104.56025791309915,101.73331028325842,102.02185759604555,100.68986502635198,98.35111186625394
101.6448483808609,200803,103.70611592123416,104.56025791309915,101.73331028325842,100.34246072620269,98.31426610551142
103.39763665588845,200804,101.6448483808609,103.70611592123416,104.56025791309915,101.37353051158847,98.55745959891817
102.88581973003613,200805,103.39763665588845,101.6448483808609,103.70611592123416,102.02185759604555,98.76458666394373
101.94577222498697,200806,102.88581973003613,103.39763665588845,101.6448483808609,101.73331028325842,99.63666334578537
103.12148944805296,200807,101.94577222498697,102.88581973003613,103.39763665588845,104.56025791309915,99.86909358820694
102.23268998849323,200808,103.12148944805296,101.94577222498697,102.88581973003613,103.70611592123416,100.68986502635198
101.12196763126285,200809,102.23268998849323,103.12148944805296,101.94577222498697,101.6448483808609,100.34246072620269
99.88502946716314,200810,101.12196763126285,102.23268998849323,103.12148944805296,103.39763665588845,101.37353051158847
94.36191610008069,200811,99.88502946716314,101.12196763126285,102.23268998849323,102.88581973003613,102.02185759604555
88.62976224658354,200812,94.36191610008069,99.88502946716314,101.12196763126285,101.94577222498697,101.73331028325842
84.76380503505916,200901,88.62976224658354,94.36191610008069,99.88502946716314,103.12148944805296,104.56025791309915
84.74618844554473,200902,84.76380503505916,88.62976224658354,94.36191610008069,102.23268998849323,103.70611592123416
84.1332660309537,200903,84.74618844554473,84.76380503505916,88.62976224658354,101.12196763126285,101.6448483808609
84.69113640203678,200904,84.1332660309537,84.74618844554473,84.76380503505916,99.88502946716314,103.39763665588845
83.72558990893097,200905,84.69113640203678,84.1332660309537,84.74618844554473,94.36191610008069,102.88581973003613
85.67006609334919,200906,83.72558990893097,84.69113640203678,84.1332660309537,88.62976224658354,101.94577222498697
87.59383219288159,200907,85.67006609334919,83.72558990893097,84.69113640203678,84.76380503505916,103.12148944805296
87.70707936330541,200908,87.59383219288159,85.67006609334919,83.72558990893097,84.74618844554473,102.23268998849323
90.59014790594048,200909,87.70707936330541,87.59383219288159,85.67006609334919,84.1332660309537,101.12196763126285
91.83811243481537,200910,90.59014790594048,87.70707936330541,87.59383219288159,84.69113640203678,99.88502946716314
92.47979292947629,200911,91.83811243481537,90.59014790594048,87.70707936330541,83.72558990893097,94.36191610008069
94.98765408719045,200912,92.47979292947629,91.83811243481537,90.59014790594048,85.67006609334919,88.62976224658354
94.89632372996303,201001,94.98765408719045,92.47979292947629,91.83811243481537,87.59383219288159,84.76380503505916
95.95504954420699,201002,94.89632372996303,94.98765408719045,92.47979292947629,87.70707936330541,84.74618844554473
97.52956672469165,201003,95.95504954420699,94.89632372996303,94.98765408719045,90.59014790594048,84.1332660309537
97.62723623260877,201004,97.52956672469165,95.95504954420699,94.89632372996303,91.83811243481537,84.69113640203678
99.99788948541408,201005,97.62723623260877,97.52956672469165,95.95504954420699,92.47979292947629,83.72558990893097
101.1561253845195,201006,99.99788948541408,97.62723623260877,97.52956672469165,94.98765408719045,85.67006609334919
100.68616557369748,201007,101.1561253845195,99.99788948541408,97.62723623260877,94.89632372996303,87.59383219288159
101.04657708673903,201008,100.68616557369748,101.1561253845195,99.99788948541408,95.95504954420699,87.70707936330541
101.02238203802835,201009,101.04657708673903,100.68616557369748,101.1561253845195,97.52956672469165,90.59014790594048
102.62024420790101,201010,101.02238203802835,101.04657708673903,100.68616557369748,97.62723623260877,91.83811243481537
103.77205054803548,201011,102.62024420790101,101.02238203802835,101.04657708673903,99.99788948541408,92.47979292947629
103.69038944419461,201012,103.77205054803548,102.62024420790101,101.02238203802835,101.1561253845195,94.98765408719045
104.98692816775494,201101,103.69038944419461,103.77205054803548,102.62024420790101,100.68616557369748,94.89632372996303
104.13556273650134,201102,104.98692816775494,103.69038944419461,103.77205054803548,101.04657708673903,95.95504954420699
104.67390031924673,201103,104.13556273650134,104.98692816775494,103.69038944419461,101.02238203802835,97.52956672469165
103.58223294774402,201104,104.67390031924673,104.13556273650134,104.98692816775494,102.62024420790101,97.62723623260877
104.64491837394631,201105,103.58223294774402,104.67390031924673,104.13556273650134,103.77205054803548,99.99788948541408
103.89741020683446,201106,104.64491837394631,103.58223294774402,104.67390031924673,103.69038944419461,101.1561253845195
104.81874278214721,201107,103.89741020683446,104.64491837394631,103.58223294774402,104.98692816775494,100.68616557369748
105.88395961265408,201108,104.81874278214721,103.89741020683446,104.64491837394631,104.13556273650134,101.04657708673903
104.90400065339247,201109,105.88395961265408,104.81874278214721,103.89741020683446,104.67390031924673,101.02238203802835
104.87834440702703,201110,104.90400065339247,105.88395961265408,104.81874278214721,103.58223294774402,102.62024420790101
104.95602120466748,201111,104.87834440702703,104.90400065339247,105.88395961265408,104.64491837394631,103.77205054803548
105.03912379896963,201112,104.95602120466748,104.87834440702703,104.90400065339247,103.89741020683446,103.69038944419461
104.60582204578792,201201,105.03912379896963,104.95602120466748,104.87834440702703,104.81874278214721,104.98692816775494
105.0958920537553,201202,104.60582204578792,105.03912379896963,104.95602120466748,105.88395961265408,104.13556273650134
105.84748809965264,201203,105.0958920537553,104.60582204578792,105.03912379896963,104.90400065339247,104.67390031924673
104.55583257301896,201204,105.84748809965264,105.0958920537553,104.60582204578792,104.87834440702703,103.58223294774402
107.29617931825223,201205,104.55583257301896,105.84748809965264,105.0958920537553,104.95602120466748,104.64491837394631
106.65216038198339,201206,107.29617931825223,104.55583257301896,105.84748809965264,105.03912379896963,103.89741020683446
106.37369684196725,201207,106.65216038198339,107.29617931825223,104.55583257301896,104.60582204578792,104.81874278214721
106.1696622768539,201208,106.37369684196725,106.65216038198339,107.29617931825223,105.0958920537553,105.88395961265408
107.03739702451833,201209,106.1696622768539,106.37369684196725,106.65216038198339,105.84748809965264,104.90400065339247
106.10758183762152,201210,107.03739702451833,106.1696622768539,106.37369684196725,104.55583257301896,104.87834440702703
106.4365790369915,201211,106.10758183762152,107.03739702451833,106.1696622768539,107.29617931825223,104.95602120466748
106.4217125232253,201212,106.4365790369915,106.10758183762152,107.03739702451833,106.65216038198339,105.03912379896963
108.12591436655771,201301,106.4217125232253,106.4365790369915,106.10758183762152,106.37369684196725,104.60582204578792
106.99592949890089,201302,108.12591436655771,106.4217125232253,106.4365790369915,106.1696622768539,105.0958920537553
107.43511704820784,201303,106.99592949890089,108.12591436655771,106.4217125232253,107.03739702451833,105.84748809965264
108.34427729222071,201304,107.43511704820784,106.99592949890089,108.12591436655771,106.10758183762152,104.55583257301896
108.2582221965277,201305,108.34427729222071,107.43511704820784,106.99592949890089,106.4365790369915,107.29617931825223
107.28407194596657,201306,108.2582221965277,108.34427729222071,107.43511704820784,106.4217125232253,106.65216038198339
108.39531745238207,201307,107.28407194596657,108.2582221965277,108.34427729222071,108.12591436655771,106.37369684196725
108.84025782997827,201308,108.39531745238207,107.28407194596657,108.2582221965277,106.99592949890089,106.1696622768539
108.28715834978505,201309,108.84025782997827,108.39531745238207,107.28407194596657,107.43511704820784,107.03739702451833
109.57672753199138,201310,108.28715834978505,108.84025782997827,108.39531745238207,108.34427729222071,106.10758183762152
109.83249992356872,201311,109.57672753199138,108.28715834978505,108.84025782997827,108.2582221965277,106.4365790369915
109.01950610626344,201312,109.83249992356872,109.57672753199138,108.28715834978505,107.28407194596657,106.4217125232253
110.57761774316526,201401,109.01950610626344,109.83249992356872,109.57672753199138,108.39531745238207,108.12591436655771
110.07101929665762,201402,110.57761774316526,109.01950610626344,109.83249992356872,108.84025782997827,106.99592949890089
109.86470146409633,201403,110.07101929665762,110.57761774316526,109.01950610626344,108.28715834978505,107.43511704820784
110.6448462787719,201404,109.86470146409633,110.07101929665762,110.57761774316526,109.57672753199138,108.34427729222071
110.46313464474369,201405,110.6448462787719,109.86470146409633,110.07101929665762,109.83249992356872,108.2582221965277
110.52564636274786,201406,110.46313464474369,110.6448462787719,109.86470146409633,109.01950610626344,107.28407194596657
111.5042431668285,201407,110.52564636274786,110.46313464474369,110.6448462787719,110.57761774316526,108.39531745238207
111.18621380014946,201408,111.5042431668285,110.52564636274786,110.46313464474369,110.07101929665762,108.84025782997827
112.93553655684288,201409,111.18621380014946,111.5042431668285,110.52564636274786,109.86470146409633,108.28715834978505
112.79785543162791,201410,112.93553655684288,111.18621380014946,111.5042431668285,110.6448462787719,109.57672753199138
112.52983254265547,201411,112.79785543162791,112.93553655684288,111.18621380014946,110.46313464474369,109.83249992356872
113.34097410685052,201412,112.52983254265547,112.79785543162791,112.93553655684288,110.52564636274786,109.01950610626344
113.98929301067855,201501,113.34097410685052,112.52983254265547,112.79785543162791,111.5042431668285,110.57761774316526
114.05141573584832,201502,113.98929301067855,113.34097410685052,112.52983254265547,111.18621380014946,110.07101929665762
112.68604589496186,201503,114.05141573584832,113.98929301067855,113.34097410685052,112.93553655684288,109.86470146409633
112.95880890490601,201504,112.68604589496186,114.05141573584832,113.98929301067855,112.79785543162791,110.6448462787719
111.55344145113477,201505,112.95880890490601,112.68604589496186,114.05141573584832,112.52983254265547,110.46313464474369
113.27061012957697,201506,111.55344145113477,112.95880890490601,112.68604589496186,113.34097410685052,110.52564636274786
113.89321216385885,201507,113.27061012957697,111.55344145113477,112.95880890490601,113.98929301067855,111.5042431668285
113.60376120003926,201508,113.89321216385885,113.27061012957697,111.55344145113477,114.05141573584832,111.18621380014946
114.07239888575654,201509,113.60376120003926,113.89321216385885,113.27061012957697,112.68604589496186,112.93553655684288
114.90015248787168,201510,114.07239888575654,113.60376120003926,113.89321216385885,112.95880890490601,112.79785543162791
113.92933761350196,201511,114.90015248787168,114.07239888575654,113.60376120003926,111.55344145113477,112.52983254265547
114.84500613354673,201512,113.92933761350196,114.90015248787168,114.07239888575654,113.27061012957697,113.34097410685052
113.87776604229529,201601,114.84500613354673,113.92933761350196,114.90015248787168,113.89321216385885,113.98929301067855
115.539009402751,201602,113.87776604229529,114.84500613354673,113.92933761350196,113.60376120003926,114.05141573584832
113.49300700596163,201603,115.539009402751,113.87776604229529,114.84500613354673,114.07239888575654,112.68604589496186
114.76766477901225,201604,113.49300700596163,115.539009402751,113.87776604229529,114.90015248787168,112.95880890490601
114.17641414483607,201605,114.76766477901225,113.49300700596163,115.539009402751,113.92933761350196,111.55344145113477
115.30208433145243,201606,114.17641414483607,114.76766477901225,113.49300700596163,114.84500613354673,113.27061012957697
114.31284189706354,201607,115.30208433145243,114.17641414483607,114.76766477901225,113.87776604229529,113.89321216385885
116.09344002607133,201608,114.31284189706354,115.30208433145243,114.17641414483607,115.539009402751,113.60376120003926
115.62682636542152,201609,116.09344002607133,114.31284189706354,115.30208433145243,113.49300700596163,114.07239888575654
115.22234338383524,201610,115.62682636542152,116.09344002607133,114.31284189706354,114.76766477901225,114.90015248787168
117.62180216501952,201611,115.22234338383524,115.62682636542152,116.09344002607133,114.17641414483607,113.92933761350196
118.46246783896562,201612,117.62180216501952,115.22234338383524,115.62682636542152,115.30208433145243,114.84500613354673
118.44203902773148,201701,118.46246783896562,117.62180216501952,115.22234338383524,114.31284189706354,113.87776604229529
118.04102606532066,201702,118.44203902773148,118.46246783896562,117.62180216501952,116.09344002607133,115.539009402751
120.40559669697421,201703,118.04102606532066,118.44203902773148,118.46246783896562,115.62682636542152,113.49300700596163
118.29655365036838,201704,120.40559669697421,118.04102606532066,118.44203902773148,115.22234338383524,114.76766477901225
120.61413280123915,201705,118.29655365036838,120.40559669697421,118.04102606532066,117.62180216501952,114.17641414483607
120.19658331144875,201706,120.61413280123915,118.29655365036838,120.40559669697421,118.46246783896562,115.30208433145243
120.54437548034792,201707,120.19658331144875,120.61413280123915,118.29655365036838,118.44203902773148,114.31284189706354
121.61873477733084,201708,120.54437548034792,120.19658331144875,120.61413280123915,118.04102606532066,116.09344002607133
121.72401839659247,201709,121.61873477733084,120.54437548034792,120.19658331144875,120.40559669697421,115.62682636542152
120.2865488169855,201710,121.72401839659247,121.61873477733084,120.54437548034792,118.29655365036838,115.22234338383524
123.71349645425336,201711,120.2865488169855,121.72401839659247,121.61873477733084,120.61413280123915,117.62180216501952
123.7855270527574,201712,123.71349645425336,120.2865488169855,121.72401839659247,120.19658331144875,118.46246783896562
125.13497541961111,201801,123.7855270527574,123.71349645425336,120.2865488169855,120.54437548034792,118.44203902773148
124.2201841855012,201802,125.13497541961111,123.7855270527574,123.71349645425336,121.61873477733084,118.04102606532066
122.75566032578597,201803,124.2201841855012,125.13497541961111,123.7855270527574,121.72401839659247,120.40559669697421
123.6395469513096,201804,122.75566032578597,124.2201841855012,125.13497541961111,120.2865488169855,118.29655365036838
124.17916896902754,201805,123.6395469513096,122.75566032578597,124.2201841855012,123.71349645425336,120.61413280123915
