Date,CPI_CHN,CPI_CHN-1,CPI_CHN-2,CPI_CHN-3,CPI_CHN-6,CPI_CHN-12,CPI_GBR,CPI_GBR-1,CPI_GBR-2,CPI_GBR-3,CPI_GBR-6,CPI_GBR-12
200001,81.521712515941,,,,,,81.14749845049509,,,,,
200002,82.58247322928679,81.521712515941,,,,,81.48608328408551,81.14749845049509,,,,
200003,81.43549482803991,82.58247322928679,81.521712515941,,,,81.5989448952823,81.48608328408551,81.14749845049509,,,
200004,80.95585838343351,81.43549482803991,82.58247322928679,81.521712515941,,,81.9375297288727,81.5989448952823,81.48608328408551,81.14749845049509,,
200005,80.47187465840771,80.95585838343351,81.43549482803991,82.58247322928679,,,82.1632529512663,81.9375297288727,81.5989448952823,81.48608328408551,,
200006,79.7414376227202,80.47187465840771,80.95585838343351,81.43549482803991,,,82.27611456246309,82.1632529512663,81.9375297288727,81.5989448952823,,
200007,79.2645606364244,79.7414376227202,80.47187465840771,80.95585838343351,81.521712515941,,81.8246681176759,82.27611456246309,82.1632529512663,81.9375297288727,81.14749845049509,
200008,79.73661585797859,79.2645606364244,79.7414376227202,80.47187465840771,82.58247322928679,,81.8246681176759,81.8246681176759,82.27611456246309,82.1632529512663,81.48608328408551,
200009,81.340128337483,79.73661585797859,79.2645606364244,79.7414376227202,81.43549482803991,,82.50183778485659,81.8246681176759,81.8246681176759,82.27611456246309,81.5989448952823,
200010,81.3398846177203,81.340128337483,79.73661585797859,79.2645606364244,80.95585838343351,,82.50183778485659,82.50183778485659,81.8246681176759,81.8246681176759,81.9375297288727,
200011,81.5843120584603,81.3398846177203,81.340128337483,79.73661585797859,80.47187465840771,,82.6146993960535,82.50183778485659,82.50183778485659,81.8246681176759,82.1632529512663,
200012,81.66589664176841,81.5843120584603,81.3398846177203,81.340128337483,79.7414376227202,,82.6146993960535,82.6146993960535,82.50183778485659,82.50183778485659,82.27611456246309,
200101,82.49997368474321,81.66589664176841,81.5843120584603,81.3398846177203,79.2645606364244,81.521712515941,81.9375297288727,82.6146993960535,82.6146993960535,82.50183778485659,81.8246681176759,81.14749845049509
200102,82.58247322928679,82.49997368474321,81.66589664176841,81.5843120584603,79.73661585797859,82.58247322928679,82.05039134006951,81.9375297288727,82.6146993960535,82.6146993960535,81.8246681176759,81.48608328408551
200103,82.08697880609701,82.58247322928679,82.49997368474321,81.66589664176841,81.340128337483,81.43549482803991,82.38897617365991,82.05039134006951,81.9375297288727,82.6146993960535,82.50183778485659,81.5989448952823
200104,82.2511528106718,82.08697880609701,82.58247322928679,82.49997368474321,81.3398846177203,80.95585838343351,82.84042261844709,82.38897617365991,82.05039134006951,81.9375297288727,82.50183778485659,81.9375297288727
200105,81.8398963583733,82.2511528106718,82.08697880609701,82.58247322928679,81.5843120584603,80.47187465840771,83.5175922856278,82.84042261844709,82.38897617365991,82.05039134006951,82.6146993960535,82.1632529512663
200106,80.8578182627882,81.8398963583733,82.2511528106718,82.08697880609701,81.66589664176841,79.7414376227202,83.6304538968246,83.5175922856278,82.84042261844709,82.38897617365991,82.6146993960535,82.27611456246309
200107,80.45352847108359,80.8578182627882,81.8398963583733,82.2511528106718,82.49997368474321,79.2645606364244,83.06614584084059,83.6304538968246,83.5175922856278,82.84042261844709,81.9375297288727,81.8246681176759
200108,80.5339827129005,80.45352847108359,80.8578182627882,81.8398963583733,82.58247322928679,79.73661585797859,83.404730674431,83.06614584084059,83.6304538968246,83.5175922856278,82.05039134006951,81.8246681176759
200109,81.258788283638,80.5339827129005,80.45352847108359,80.8578182627882,82.08697880609701,81.340128337483,83.6304538968246,83.404730674431,83.06614584084059,83.6304538968246,82.38897617365991,82.50183778485659
200110,81.50256472541041,81.258788283638,80.5339827129005,80.45352847108359,82.2511528106718,81.3398846177203,83.404730674431,83.6304538968246,83.404730674431,83.06614584084059,82.84042261844709,82.50183778485659
200111,81.33955911823641,81.50256472541041,81.258788283638,80.5339827129005,81.8398963583733,81.5843120584603,83.2918690632342,83.404730674431,83.6304538968246,83.404730674431,83.5175922856278,82.6146993960535
200112,81.4208991720815,81.33955911823641,81.50256472541041,81.258788283638,80.8578182627882,81.66589664176841,83.5175922856278,83.2918690632342,83.404730674431,83.6304538968246,83.6304538968246,82.6146993960535
200201,81.665161433979,81.4208991720815,81.33955911823641,81.50256472541041,80.45352847108359,82.49997368474321,83.17900745203741,83.5175922856278,83.2918690632342,83.404730674431,83.06614584084059,81.9375297288727
200202,82.5634784720957,81.665161433979,81.4208991720815,81.33955911823641,80.5339827129005,82.58247322928679,83.2918690632342,83.17900745203741,83.5175922856278,83.2918690632342,83.404730674431,82.05039134006951
200203,81.4901536406146,82.5634784720957,81.665161433979,81.4208991720815,81.258788283638,82.08697880609701,83.6304538968246,83.2918690632342,83.17900745203741,83.5175922856278,83.6304538968246,82.38897617365991
200204,81.24568247606321,81.4901536406146,82.5634784720957,81.665161433979,81.50256472541041,82.2511528106718,83.96903873041501,83.6304538968246,83.2918690632342,83.17900745203741,83.404730674431,82.84042261844709
200205,81.001945709601,81.24568247606321,81.4901536406146,82.5634784720957,81.33955911823641,81.8398963583733,84.19476195280859,83.96903873041501,83.6304538968246,83.2918690632342,83.2918690632342,83.5175922856278
200206,80.272928078379,81.001945709601,81.24568247606321,81.4901536406146,81.4208991720815,80.8578182627882,84.19476195280859,84.19476195280859,83.96903873041501,83.6304538968246,83.5175922856278,83.6304538968246
200207,79.71101799558708,80.272928078379,81.001945709601,81.24568247606321,81.665161433979,80.45352847108359,83.96903873041501,84.19476195280859,84.19476195280859,83.96903873041501,83.17900745203741,83.06614584084059
200208,79.9501508066638,79.71101799558708,80.272928078379,81.001945709601,82.5634784720957,80.5339827129005,84.19476195280859,83.96903873041501,84.19476195280859,84.19476195280859,83.2918690632342,83.404730674431
200209,80.7496520313354,79.9501508066638,79.71101799558708,80.272928078379,81.4901536406146,81.258788283638,84.4204851752022,84.19476195280859,83.96903873041501,84.19476195280859,83.6304538968246,83.6304538968246
200210,80.9111515961215,80.7496520313354,79.9501508066638,79.71101799558708,81.24568247606321,81.50256472541041,84.53334678639901,84.4204851752022,84.19476195280859,83.96903873041501,83.96903873041501,83.404730674431
200211,80.830240683387,80.9111515961215,80.7496520313354,79.9501508066638,81.001945709601,81.33955911823641,84.53334678639901,84.53334678639901,84.4204851752022,84.19476195280859,84.19476195280859,83.2918690632342
200212,81.07273132122829,80.830240683387,80.9111515961215,80.7496520313354,80.272928078379,81.4208991720815,84.87193161998941,84.53334678639901,84.53334678639901,84.4204851752022,84.19476195280859,83.5175922856278
200301,81.9645310823668,81.07273132122829,80.830240683387,80.9111515961215,79.71101799558708,81.665161433979,84.3076235640054,84.87193161998941,84.53334678639901,84.53334678639901,83.96903873041501,83.17900745203741
200302,82.7022116961195,81.9645310823668,81.07273132122829,80.830240683387,79.9501508066638,82.5634784720957,84.6462083975958,84.3076235640054,84.87193161998941,84.53334678639901,84.19476195280859,83.2918690632342
200303,82.20599906884479,82.7022116961195,81.9645310823668,81.07273132122829,80.7496520313354,81.4901536406146,84.98479323118609,84.6462083975958,84.3076235640054,84.87193161998941,84.4204851752022,83.6304538968246
200304,82.04158701240858,82.20599906884479,82.7022116961195,81.9645310823668,80.9111515961215,81.24568247606321,85.2105164535797,84.98479323118609,84.6462083975958,84.3076235640054,84.53334678639901,83.96903873041501
200305,81.46729580372859,82.04158701240858,82.20599906884479,82.7022116961195,80.830240683387,81.001945709601,85.2105164535797,85.2105164535797,84.98479323118609,84.6462083975958,84.53334678639901,84.19476195280859
200306,80.4896880629947,81.46729580372859,82.04158701240858,82.20599906884479,81.07273132122829,80.272928078379,85.09765484238291,85.2105164535797,85.2105164535797,84.98479323118609,84.87193161998941,84.19476195280859
200307,80.0872395295642,80.4896880629947,81.46729580372859,82.04158701240858,81.9645310823668,79.71101799558708,84.98479323118609,85.09765484238291,85.2105164535797,85.2105164535797,84.3076235640054,83.96903873041501
200308,80.6478500435214,80.0872395295642,80.4896880629947,81.46729580372859,82.7022116961195,79.9501508066638,85.32337806477649,84.98479323118609,85.09765484238291,85.2105164535797,84.6462083975958,84.19476195280859
200309,81.61562478492341,80.6478500435214,80.0872395295642,80.4896880629947,82.20599906884479,80.7496520313354,85.66196289836691,85.32337806477649,84.98479323118609,85.09765484238291,84.98479323118609,84.4204851752022
200310,82.3501653812676,81.61562478492341,80.6478500435214,80.0872395295642,82.04158701240858,80.9111515961215,85.7748245095637,85.66196289836691,85.32337806477649,84.98479323118609,85.2105164535797,84.53334678639901
200311,83.1736669298192,82.3501653812676,81.61562478492341,80.6478500435214,81.46729580372859,80.830240683387,85.66196289836691,85.7748245095637,85.66196289836691,85.32337806477649,85.2105164535797,84.53334678639901
200312,83.67270864962241,83.1736669298192,82.3501653812676,81.61562478492341,80.4896880629947,81.07273132122829,86.0005477319573,85.66196289836691,85.7748245095637,85.66196289836691,85.09765484238291,84.87193161998941
200401,84.5931086415255,83.67270864962241,83.1736669298192,82.3501653812676,80.0872395295642,81.9645310823668,85.54910128717009,86.0005477319573,85.66196289836691,85.7748245095637,84.98479323118609,84.3076235640054
200402,84.42392259265999,84.5931086415255,83.67270864962241,83.1736669298192,80.6478500435214,82.7022116961195,85.7748245095637,85.54910128717009,86.0005477319573,85.66196289836691,85.32337806477649,84.6462083975958
200403,84.67719438877751,84.42392259265999,84.5931086415255,83.67270864962241,81.61562478492341,82.20599906884479,85.88768612076049,85.7748245095637,85.54910128717009,86.0005477319573,85.66196289836691,84.98479323118609
200404,85.1005801501994,84.67719438877751,84.42392259265999,84.5931086415255,82.3501653812676,82.04158701240858,86.22627095435091,85.88768612076049,85.7748245095637,85.54910128717009,85.7748245095637,85.2105164535797
200405,85.015479848586,85.1005801501994,84.67719438877751,84.42392259265999,83.1736669298192,81.46729580372859,86.4519941767445,86.22627095435091,85.88768612076049,85.7748245095637,85.66196289836691,85.2105164535797
200406,84.42037124754559,85.015479848586,85.1005801501994,84.67719438877751,83.67270864962241,80.4896880629947,86.4519941767445,86.4519941767445,86.22627095435091,85.88768612076049,86.0005477319573,85.09765484238291
200407,84.251530130969,84.42037124754559,85.015479848586,85.1005801501994,84.5931086415255,80.0872395295642,86.22627095435091,86.4519941767445,86.4519941767445,86.22627095435091,85.54910128717009,84.98479323118609
200408,84.84129147183259,84.251530130969,84.42037124754559,85.015479848586,84.42392259265999,80.6478500435214,86.4519941767445,86.22627095435091,86.4519941767445,86.4519941767445,85.7748245095637,85.32337806477649
200409,85.7745454545454,84.84129147183259,84.251530130969,84.42037124754559,84.67719438877751,81.61562478492341,86.56485578794121,86.4519941767445,86.22627095435091,86.4519941767445,85.88768612076049,85.66196289836691
200410,85.7745454545454,85.7745454545454,84.84129147183259,84.251530130969,85.1005801501994,82.3501653812676,86.79057901033491,86.56485578794121,86.4519941767445,86.22627095435091,86.22627095435091,85.7748245095637
200411,85.5172219185846,85.7745454545454,85.7745454545454,84.84129147183259,85.015479848586,83.1736669298192,86.9034406215316,86.79057901033491,86.56485578794121,86.4519941767445,86.4519941767445,85.66196289836691
200412,85.6027392158054,85.5172219185846,85.7745454545454,85.7745454545454,84.42037124754559,83.67270864962241,87.3548870663188,86.9034406215316,86.79057901033491,86.56485578794121,86.4519941767445,86.0005477319573
200501,86.11635553936149,85.6027392158054,85.5172219185846,85.7745454545454,84.251530130969,84.5931086415255,86.9034406215316,87.3548870663188,86.9034406215316,86.79057901033491,86.22627095435091,85.54910128717009
200502,87.66644966701081,86.11635553936149,85.6027392158054,85.5172219185846,84.84129147183259,84.42392259265999,87.12541620421759,86.9034406215316,87.3548870663188,86.9034406215316,86.4519941767445,85.7748245095637
200503,86.87745187344379,87.66644966701081,86.11635553936149,85.6027392158054,85.7745454545454,84.67719438877751,87.45837957824641,87.12541620421759,86.9034406215316,87.3548870663188,86.56485578794121,85.88768612076049
200504,86.6168190927309,86.87745187344379,87.66644966701081,86.11635553936149,85.7745454545454,85.1005801501994,87.7913429522753,87.45837957824641,87.12541620421759,86.9034406215316,86.79057901033491,86.22627095435091
200505,86.44358535252321,86.6168190927309,86.87745187344379,87.66644966701081,85.5172219185846,85.015479848586,88.1243063263041,87.7913429522753,87.45837957824641,87.12541620421759,86.9034406215316,86.4519941767445
200506,85.75203740814959,86.44358535252321,86.6168190927309,86.87745187344379,85.6027392158054,84.42037124754559,88.1243063263041,88.1243063263041,87.7913429522753,87.45837957824641,87.3548870663188,86.4519941767445
200507,85.75203740814959,85.75203740814959,86.44358535252321,86.6168190927309,86.11635553936149,84.251530130969,88.2352941176471,88.1243063263041,88.1243063263041,87.7913429522753,86.9034406215316,86.22627095435091
200508,85.9235408190118,85.75203740814959,85.75203740814959,86.44358535252321,87.66644966701081,84.84129147183259,88.457269700333,88.2352941176471,88.1243063263041,88.1243063263041,87.12541620421759,86.4519941767445
200509,86.5250055666889,85.9235408190118,85.75203740814959,85.75203740814959,86.87745187344379,85.7745454545454,88.67924528301891,88.457269700333,88.2352941176471,88.1243063263041,87.45837957824641,86.56485578794121
200510,86.87110625290991,86.5250055666889,85.9235408190118,85.75203740814959,86.6168190927309,85.7745454545454,88.79023307436181,88.67924528301891,88.457269700333,88.2352941176471,87.7913429522753,86.79057901033491
200511,86.6104929050019,86.87110625290991,86.5250055666889,85.9235408190118,86.44358535252321,85.5172219185846,88.79023307436181,88.79023307436181,88.67924528301891,88.457269700333,88.1243063263041,86.9034406215316
200512,86.95693447501058,86.6104929050019,86.87110625290991,86.5250055666889,85.75203740814959,85.6027392158054,89.1231964483907,88.79023307436181,88.79023307436181,88.67924528301891,88.1243063263041,87.3548870663188
200601,88.08737474949899,86.95693447501058,86.6104929050019,86.87110625290991,85.75203740814959,86.11635553936149,88.79023307436181,89.1231964483907,88.79023307436181,88.79023307436181,88.2352941176471,86.9034406215316
200602,88.52781117791142,88.08737474949899,86.95693447501058,86.6104929050019,85.9235408190118,87.66644966701081,89.01220865704771,88.79023307436181,89.1231964483907,88.79023307436181,88.457269700333,87.12541620421759
200603,87.7310613145482,88.52781117791142,88.08737474949899,86.95693447501058,86.5250055666889,86.87745187344379,89.2341842397336,89.01220865704771,88.79023307436181,89.1231964483907,88.67924528301891,87.45837957824641
200604,87.90652334972981,87.7310613145482,88.52781117791142,88.08737474949899,86.87110625290991,86.6168190927309,89.7891231964484,89.2341842397336,89.01220865704771,88.79023307436181,88.79023307436181,87.7913429522753
200605,87.81861662719379,87.90652334972981,87.7310613145482,88.52781117791142,86.6104929050019,86.44358535252321,90.2330743618202,89.7891231964484,89.2341842397336,89.01220865704771,88.79023307436181,88.1243063263041
200606,87.37952349142729,87.81861662719379,87.90652334972981,87.7310613145482,86.95693447501058,85.75203740814959,90.45504994450609,90.2330743618202,89.7891231964484,89.2341842397336,89.1231964483907,88.1243063263041
200607,87.11738547802679,87.37952349142729,87.81861662719379,87.90652334972981,88.08737474949899,85.75203740814959,90.45504994450609,90.45504994450609,90.2330743618202,89.7891231964484,88.79023307436181,88.2352941176471
200608,87.3787372725248,87.11738547802679,87.37952349142729,87.81861662719379,88.52781117791142,85.9235408190118,90.78801331853501,90.45504994450609,90.45504994450609,90.2330743618202,89.01220865704771,88.457269700333
200609,87.815631262525,87.3787372725248,87.11738547802679,87.37952349142729,87.7310613145482,86.5250055666889,90.89900110987791,90.78801331853501,90.45504994450609,90.45504994450609,89.2341842397336,88.67924528301891
200610,87.90344648893739,87.815631262525,87.3787372725248,87.11738547802679,87.90652334972981,86.87110625290991,91.00998890122091,90.89900110987791,90.78801331853501,90.45504994450609,89.7891231964484,88.79023307436181
200611,88.1671569401429,87.90344648893739,87.815631262525,87.3787372725248,87.81861662719379,86.6104929050019,91.23196448390681,91.00998890122091,90.89900110987791,90.78801331853501,90.2330743618202,88.79023307436181
200612,89.4014971356855,88.1671569401429,87.90344648893739,87.815631262525,87.37952349142729,86.95693447501058,91.67591564927861,91.23196448390681,91.00998890122091,90.89900110987791,90.45504994450609,89.1231964483907
200701,90.0273079492318,89.4014971356855,88.1671569401429,87.90344648893739,87.11738547802679,88.08737474949899,91.1209766925638,91.67591564927861,91.23196448390681,91.00998890122091,90.45504994450609,88.79023307436181
200702,90.92758041335199,90.0273079492318,89.4014971356855,88.1671569401429,87.3787372725248,88.52781117791142,91.45394006659271,91.1209766925638,91.67591564927861,91.23196448390681,90.78801331853501,89.01220865704771
200703,90.6547980810105,90.92758041335199,90.0273079492318,89.4014971356855,87.815631262525,87.7310613145482,91.8978912319645,91.45394006659271,91.1209766925638,91.67591564927861,90.89900110987791,89.2341842397336
200704,90.56414323596691,90.6547980810105,90.92758041335199,90.0273079492318,87.90344648893739,87.90652334972981,92.2308546059934,91.8978912319645,91.45394006659271,91.1209766925638,91.00998890122091,89.7891231964484
200705,90.8358357118277,90.56414323596691,90.6547980810105,90.92758041335199,88.1671569401429,87.81861662719379,92.4528301886792,92.2308546059934,91.8978912319645,91.45394006659271,91.23196448390681,90.2330743618202
200706,91.19917896398859,90.8358357118277,90.56414323596691,90.6547980810105,89.4014971356855,87.37952349142729,92.6748057713652,92.4528301886792,92.2308546059934,91.8978912319645,91.67591564927861,90.45504994450609
200707,92.01997125564259,91.19917896398859,90.8358357118277,90.56414323596691,90.0273079492318,87.11738547802679,92.2308546059934,92.6748057713652,92.4528301886792,92.2308546059934,91.1209766925638,90.45504994450609
200708,93.1242112507844,92.01997125564259,91.19917896398859,90.8358357118277,90.92758041335199,87.3787372725248,92.56381798002221,92.2308546059934,92.6748057713652,92.4528301886792,91.45394006659271,90.78801331853501
200709,93.40358373312279,93.1242112507844,92.01997125564259,91.19917896398859,90.6547980810105,87.815631262525,92.6748057713652,92.56381798002221,92.2308546059934,92.6748057713652,91.8978912319645,90.89900110987791
200710,93.6837950648772,93.40358373312279,93.1242112507844,92.01997125564259,90.56414323596691,87.90344648893739,93.00776914539401,92.6748057713652,92.56381798002221,92.2308546059934,92.2308546059934,91.00998890122091
200711,94.3395809801421,93.6837950648772,93.40358373312279,93.1242112507844,90.8358357118277,88.1671569401429,93.34073251942291,93.00776914539401,92.6748057713652,92.56381798002221,92.4528301886792,91.23196448390681
200712,95.28297726766658,94.3395809801421,93.6837950648772,93.40358373312279,91.19917896398859,89.4014971356855,93.78468368479471,93.34073251942291,93.00776914539401,92.6748057713652,92.6748057713652,91.67591564927861
200801,96.42637274549101,95.28297726766658,94.3395809801421,93.6837950648772,92.01997125564259,90.0273079492318,93.34073251942291,93.78468368479471,93.34073251942291,93.00776914539401,92.2308546059934,91.1209766925638
200802,98.9334588368656,96.42637274549101,95.28297726766658,94.3395809801421,93.1242112507844,90.92758041335199,93.8956714761376,93.34073251942291,93.78468368479471,93.34073251942291,92.56381798002221,91.45394006659271
200803,98.24092386793791,98.9334588368656,96.42637274549101,95.28297726766658,93.40358373312279,90.6547980810105,94.22863485016649,93.8956714761376,93.34073251942291,93.78468368479471,92.6748057713652,91.8978912319645
200804,98.3391647942349,98.24092386793791,98.9334588368656,96.42637274549101,93.6837950648772,90.56414323596691,95.00554938956721,94.22863485016649,93.8956714761376,93.34073251942291,93.00776914539401,92.2308546059934
200805,97.94580838444558,98.3391647942349,98.24092386793791,98.9334588368656,94.3395809801421,90.8358357118277,95.56048834628191,95.00554938956721,94.22863485016649,93.8956714761376,93.34073251942291,92.4528301886792
200806,97.74991680330359,97.94580838444558,98.3391647942349,98.24092386793791,95.28297726766658,91.19917896398859,96.11542730299671,95.56048834628191,95.00554938956721,94.22863485016649,93.78468368479471,92.6748057713652
200807,97.8476670512742,97.74991680330359,97.94580838444558,98.3391647942349,96.42637274549101,92.01997125564259,96.11542730299671,96.11542730299671,95.56048834628191,95.00554938956721,93.34073251942291,92.2308546059934
200808,97.7498188295783,97.8476670512742,97.74991680330359,97.94580838444558,98.9334588368656,93.1242112507844,96.6703662597114,96.11542730299671,96.11542730299671,95.56048834628191,93.8956714761376,92.56381798002221
200809,97.7498188295783,97.7498188295783,97.8476670512742,97.74991680330359,98.24092386793791,93.40358373312279,97.1143174250832,96.6703662597114,96.11542730299671,96.11542730299671,94.22863485016649,92.6748057713652
200810,97.4565697050667,97.7498188295783,97.7498188295783,97.8476670512742,98.3391647942349,93.6837950648772,96.8923418423974,97.1143174250832,96.6703662597114,96.11542730299671,95.00554938956721,93.00776914539401
200811,96.67691747130621,97.4565697050667,97.7498188295783,97.7498188295783,97.94580838444558,94.3395809801421,96.8923418423974,96.8923418423974,97.1143174250832,96.6703662597114,95.56048834628191,93.34073251942291
200812,96.4835634906176,96.67691747130621,97.4565697050667,97.7498188295783,97.74991680330359,95.28297726766658,96.6703662597114,96.8923418423974,96.8923418423974,97.1143174250832,96.11542730299671,93.78468368479471
200901,97.3519151434181,96.4835634906176,96.67691747130621,97.4565697050667,97.8476670512742,96.42637274549101,96.11542730299671,96.6703662597114,96.8923418423974,96.8923418423974,96.11542730299671,93.34073251942291
200902,97.3519151434181,97.3519151434181,96.4835634906176,96.67691747130621,97.7498188295783,98.9334588368656,96.78135405105441,96.11542730299671,96.6703662597114,96.8923418423974,96.6703662597114,93.8956714761376
200903,97.05985951701379,97.3519151434181,97.3519151434181,96.4835634906176,97.7498188295783,98.24092386793791,96.8923418423974,96.78135405105441,96.11542730299671,96.6703662597114,97.1143174250832,94.22863485016649
200904,96.8657395599279,97.05985951701379,97.3519151434181,97.3519151434181,97.4565697050667,98.3391647942349,97.1143174250832,96.8923418423974,96.78135405105441,96.11542730299671,96.8923418423974,95.00554938956721
200905,96.5751430132993,96.8657395599279,97.05985951701379,97.3519151434181,96.67691747130621,97.94580838444558,97.5582685904551,97.1143174250832,96.8923418423974,96.78135405105441,96.8923418423974,95.56048834628191
