Date,CPI_TUR,CPI_GBR,CPI_TUR-1,CPI_TUR-2,CPI_TUR-3,CPI_TUR-6,CPI_TUR-12,CPI_GBR-1,CPI_GBR-2,CPI_GBR-3,CPI_GBR-6,CPI_GBR-12
200001,17.8594693286688,81.14749845049509,,,,,,,,,,
200002,18.5209054767937,81.48608328408551,17.8594693286688,,,,,81.14749845049509,,,,
200003,19.061702327461898,81.5989448952823,18.5209054767937,17.8594693286688,,,,81.48608328408551,81.14749845049509,,,
200004,19.5047397474324,81.9375297288727,19.061702327461898,18.5209054767937,17.8594693286688,,,81.5989448952823,81.48608328408551,81.14749845049509,,
200005,19.9373772279669,82.1632529512663,19.5047397474324,19.061702327461898,18.5209054767937,,,81.9375297288727,81.5989448952823,81.48608328408551,,
200006,20.072576440634002,82.27611456246309,19.9373772279669,19.5047397474324,19.061702327461898,,,82.1632529512663,81.9375297288727,81.5989448952823,,
200007,20.5232404828574,81.8246681176759,20.072576440634002,19.9373772279669,19.5047397474324,17.8594693286688,,82.27611456246309,82.1632529512663,81.9375297288727,81.14749845049509,
200008,20.9690512200108,81.8246681176759,20.5232404828574,20.072576440634002,19.9373772279669,18.5209054767937,,81.8246681176759,82.27611456246309,82.1632529512663,81.48608328408551,
200009,21.6138474650383,82.50183778485659,20.9690512200108,20.5232404828574,20.072576440634002,19.061702327461898,,81.8246681176759,81.8246681176759,82.27611456246309,81.5989448952823,
200010,22.2836035647119,82.50183778485659,21.6138474650383,20.9690512200108,20.5232404828574,19.5047397474324,,82.50183778485659,81.8246681176759,81.8246681176759,81.9375297288727,
200011,23.110745414516,82.6146993960535,22.2836035647119,21.6138474650383,20.9690512200108,19.9373772279669,,82.50183778485659,82.50183778485659,81.8246681176759,82.1632529512663,
200012,23.680662095604703,82.6146993960535,23.110745414516,22.2836035647119,21.6138474650383,20.072576440634002,,82.6146993960535,82.50183778485659,82.50183778485659,82.27611456246309,
200101,24.2741519727483,81.9375297288727,23.680662095604703,23.110745414516,22.2836035647119,20.5232404828574,17.8594693286688,82.6146993960535,82.6146993960535,82.50183778485659,81.8246681176759,81.14749845049509
200102,24.710949429057198,82.05039134006951,24.2741519727483,23.680662095604703,23.110745414516,20.9690512200108,18.5209054767937,81.9375297288727,82.6146993960535,82.6146993960535,81.8246681176759,81.48608328408551
200103,26.2113140250135,82.38897617365991,24.710949429057198,24.2741519727483,23.680662095604703,21.6138474650383,19.061702327461898,82.05039134006951,81.9375297288727,82.6146993960535,82.50183778485659,81.5989448952823
200104,28.920151583424502,82.84042261844709,26.2113140250135,24.710949429057198,24.2741519727483,22.2836035647119,19.5047397474324,82.38897617365991,82.05039134006951,81.9375297288727,82.50183778485659,81.9375297288727
200105,30.3816897388201,83.5175922856278,28.920151583424502,26.2113140250135,24.710949429057198,23.110745414516,19.9373772279669,82.84042261844709,82.38897617365991,82.05039134006951,82.6146993960535,82.1632529512663
200106,31.333630861855198,83.6304538968246,30.3816897388201,28.920151583424502,26.2113140250135,23.680662095604703,20.072576440634002,83.5175922856278,82.84042261844709,82.38897617365991,82.6146993960535,82.27611456246309
200107,32.0838131598334,83.06614584084059,31.333630861855198,30.3816897388201,28.920151583424502,24.2741519727483,20.5232404828574,83.6304538968246,83.5175922856278,82.84042261844709,81.9375297288727,81.8246681176759
200108,33.026741002024,83.404730674431,32.0838131598334,31.333630861855198,30.3816897388201,24.710949429057198,20.9690512200108,83.06614584084059,83.6304538968246,83.5175922856278,82.05039134006951,81.8246681176759
200109,34.9715296765423,83.6304538968246,33.026741002024,32.0838131598334,31.333630861855198,26.2113140250135,21.6138474650383,83.404730674431,83.06614584084059,83.6304538968246,82.38897617365991,82.50183778485659
200110,37.095197309358504,83.404730674431,34.9715296765423,33.026741002024,32.0838131598334,28.920151583424502,22.2836035647119,83.6304538968246,83.404730674431,83.06614584084059,82.84042261844709,82.50183778485659
200111,38.6628148470005,83.2918690632342,37.095197309358504,34.9715296765423,33.026741002024,30.3816897388201,23.110745414516,83.404730674431,83.6304538968246,83.404730674431,83.5175922856278,82.6146993960535
200112,39.90942092072021,83.5175922856278,38.6628148470005,37.095197309358504,34.9715296765423,31.333630861855198,23.680662095604703,83.2918690632342,83.404730674431,83.6304538968246,83.6304538968246,82.6146993960535
200201,42.0323952242407,83.17900745203741,39.90942092072021,38.6628148470005,37.095197309358504,32.0838131598334,24.2741519727483,83.5175922856278,83.2918690632342,83.404730674431,83.06614584084059,81.9375297288727
200202,42.7694042656,83.2918690632342,42.0323952242407,39.90942092072021,38.6628148470005,33.026741002024,24.710949429057198,83.17900745203741,83.5175922856278,83.2918690632342,83.404730674431,82.05039134006951
200203,43.278307968664706,83.6304538968246,42.7694042656,42.0323952242407,39.90942092072021,34.9715296765423,26.2113140250135,83.2918690632342,83.17900745203741,83.5175922856278,83.6304538968246,82.38897617365991
200204,44.167849455084294,83.96903873041501,43.278307968664706,42.7694042656,42.0323952242407,37.095197309358504,28.920151583424502,83.6304538968246,83.2918690632342,83.17900745203741,83.404730674431,82.84042261844709
200205,44.4236879652081,84.19476195280859,44.167849455084294,43.278307968664706,42.7694042656,38.6628148470005,30.3816897388201,83.96903873041501,83.6304538968246,83.2918690632342,83.2918690632342,83.5175922856278
200206,44.682993121810505,84.19476195280859,44.4236879652081,44.167849455084294,43.278307968664706,39.90942092072021,31.333630861855198,84.19476195280859,83.96903873041501,83.6304538968246,83.5175922856278,83.6304538968246
200207,45.3270960375422,83.96903873041501,44.682993121810505,44.4236879652081,44.167849455084294,42.0323952242407,32.0838131598334,84.19476195280859,84.19476195280859,83.96903873041501,83.17900745203741,83.06614584084059
200208,46.31717027184239,84.19476195280859,45.3270960375422,44.682993121810505,44.4236879652081,42.7694042656,33.026741002024,83.96903873041501,84.19476195280859,84.19476195280859,83.2918690632342,83.404730674431
200209,47.9277742258196,84.4204851752022,46.31717027184239,45.3270960375422,44.682993121810505,43.278307968664706,34.9715296765423,84.19476195280859,83.96903873041501,84.19476195280859,83.6304538968246,83.6304538968246
200210,49.5030183857146,84.53334678639901,47.9277742258196,46.31717027184239,45.3270960375422,44.167849455084294,37.095197309358504,84.4204851752022,84.19476195280859,83.96903873041501,83.96903873041501,83.404730674431
200211,50.94444999153401,84.53334678639901,49.5030183857146,47.9277742258196,46.31717027184239,44.4236879652081,38.6628148470005,84.53334678639901,84.4204851752022,84.19476195280859,84.19476195280859,83.2918690632342
200212,51.781991780774,84.87193161998941,50.94444999153401,49.5030183857146,47.9277742258196,44.682993121810505,39.90942092072021,84.53334678639901,84.53334678639901,84.4204851752022,84.19476195280859,83.5175922856278
200301,53.122197309417,84.3076235640054,51.781991780774,50.94444999153401,49.5030183857146,45.3270960375422,42.0323952242407,84.87193161998941,84.53334678639901,84.53334678639901,83.96903873041501,83.17900745203741
200302,53.9405829596413,84.6462083975958,53.122197309417,51.781991780774,50.94444999153401,46.31717027184239,42.7694042656,84.3076235640054,84.87193161998941,84.53334678639901,84.19476195280859,83.2918690632342
200303,55.0,84.98479323118609,53.9405829596413,53.122197309417,51.781991780774,47.9277742258196,43.278307968664706,84.6462083975958,84.3076235640054,84.87193161998941,84.4204851752022,83.6304538968246
200304,55.54372197309421,85.2105164535797,55.0,53.9405829596413,53.122197309417,49.5030183857146,44.167849455084294,84.98479323118609,84.6462083975958,84.3076235640054,84.53334678639901,83.96903873041501
200305,56.076233183856495,85.2105164535797,55.54372197309421,55.0,53.9405829596413,50.94444999153401,44.4236879652081,85.2105164535797,84.98479323118609,84.6462083975958,84.53334678639901,84.19476195280859
200306,56.1210762331839,85.09765484238291,56.076233183856495,55.54372197309421,55.0,51.781991780774,44.682993121810505,85.2105164535797,85.2105164535797,84.98479323118609,84.87193161998941,84.19476195280859
200307,56.0145739910314,84.98479323118609,56.1210762331839,56.076233183856495,55.54372197309421,53.122197309417,45.3270960375422,85.09765484238291,85.2105164535797,85.2105164535797,84.3076235640054,83.96903873041501
200308,56.1042600896861,85.32337806477649,56.0145739910314,56.1210762331839,56.076233183856495,53.9405829596413,46.31717027184239,84.98479323118609,85.09765484238291,85.2105164535797,84.6462083975958,84.19476195280859
200309,56.8609865470852,85.66196289836691,56.1042600896861,56.0145739910314,56.1210762331839,55.0,47.9277742258196,85.32337806477649,84.98479323118609,85.09765484238291,84.98479323118609,84.4204851752022
200310,57.387892376681606,85.7748245095637,56.8609865470852,56.1042600896861,56.0145739910314,55.54372197309421,49.5030183857146,85.66196289836691,85.32337806477649,84.98479323118609,85.2105164535797,84.53334678639901
200311,58.116591928251104,85.66196289836691,57.387892376681606,56.8609865470852,56.1042600896861,56.076233183856495,50.94444999153401,85.7748245095637,85.66196289836691,85.32337806477649,85.2105164535797,84.53334678639901
200312,58.3632286995516,86.0005477319573,58.116591928251104,57.387892376681606,56.8609865470852,56.1210762331839,51.781991780774,85.66196289836691,85.7748245095637,85.66196289836691,85.09765484238291,84.87193161998941
200401,58.75,85.54910128717009,58.3632286995516,58.116591928251104,57.387892376681606,56.0145739910314,53.122197309417,86.0005477319573,85.66196289836691,85.7748245095637,84.98479323118609,84.3076235640054
200402,59.052690582959606,85.7748245095637,58.75,58.3632286995516,58.116591928251104,56.1042600896861,53.9405829596413,85.54910128717009,86.0005477319573,85.66196289836691,85.32337806477649,84.6462083975958
200403,59.6188340807175,85.88768612076049,59.052690582959606,58.75,58.3632286995516,56.8609865470852,55.0,85.7748245095637,85.54910128717009,86.0005477319573,85.66196289836691,84.98479323118609
200404,59.915919282511204,86.22627095435091,59.6188340807175,59.052690582959606,58.75,57.387892376681606,55.54372197309421,85.88768612076049,85.7748245095637,85.54910128717009,85.7748245095637,85.2105164535797
200405,60.173766816143505,86.4519941767445,59.915919282511204,59.6188340807175,59.052690582959606,58.116591928251104,56.076233183856495,86.22627095435091,85.88768612076049,85.7748245095637,85.66196289836691,85.2105164535797
200406,60.0952914798206,86.4519941767445,60.173766816143505,59.915919282511204,59.6188340807175,58.3632286995516,56.1210762331839,86.4519941767445,86.22627095435091,85.88768612076049,86.0005477319573,85.09765484238291
200407,60.3811659192825,86.22627095435091,60.0952914798206,60.173766816143505,59.915919282511204,58.75,56.0145739910314,86.4519941767445,86.4519941767445,86.22627095435091,85.54910128717009,84.98479323118609
200408,60.84080717488789,86.4519941767445,60.3811659192825,60.0952914798206,60.173766816143505,59.052690582959606,56.1042600896861,86.22627095435091,86.4519941767445,86.4519941767445,85.7748245095637,85.32337806477649
200409,61.4181614349776,86.56485578794121,60.84080717488789,60.3811659192825,60.0952914798206,59.6188340807175,56.8609865470852,86.4519941767445,86.22627095435091,86.4519941767445,85.88768612076049,85.66196289836691
200410,62.7970852017937,86.79057901033491,61.4181614349776,60.84080717488789,60.3811659192825,59.915919282511204,57.387892376681606,86.56485578794121,86.4519941767445,86.22627095435091,86.22627095435091,85.7748245095637
200411,63.6210762331839,86.9034406215316,62.7970852017937,61.4181614349776,60.84080717488789,60.173766816143505,58.116591928251104,86.79057901033491,86.56485578794121,86.4519941767445,86.4519941767445,85.66196289836691
200412,63.822869955157,87.3548870663188,63.6210762331839,62.7970852017937,61.4181614349776,60.0952914798206,58.3632286995516,86.9034406215316,86.79057901033491,86.56485578794121,86.4519941767445,86.0005477319573
200501,64.17600896860989,86.9034406215316,63.822869955157,63.6210762331839,62.7970852017937,60.3811659192825,58.75,87.3548870663188,86.9034406215316,86.79057901033491,86.22627095435091,85.54910128717009
200502,64.1872197309417,87.12541620421759,64.17600896860989,63.822869955157,63.6210762331839,60.84080717488789,59.052690582959606,86.9034406215316,87.3548870663188,86.9034406215316,86.4519941767445,85.7748245095637
200503,64.3553811659193,87.45837957824641,64.1872197309417,64.17600896860989,63.822869955157,61.4181614349776,59.6188340807175,87.12541620421759,86.9034406215316,87.3548870663188,86.56485578794121,85.88768612076049
200504,64.8150224215246,87.7913429522753,64.3553811659193,64.1872197309417,64.17600896860989,62.7970852017937,59.915919282511204,87.45837957824641,87.12541620421759,86.9034406215316,86.79057901033491,86.22627095435091
200505,65.4091928251121,88.1243063263041,64.8150224215246,64.3553811659193,64.1872197309417,63.6210762331839,60.173766816143505,87.7913429522753,87.45837957824641,87.12541620421759,86.9034406215316,86.4519941767445
200506,65.4764573991032,88.1243063263041,65.4091928251121,64.8150224215246,64.3553811659193,63.822869955157,60.0952914798206,88.1243063263041,87.7913429522753,87.45837957824641,87.3548870663188,86.4519941767445
200507,65.1008968609865,88.2352941176471,65.4764573991032,65.4091928251121,64.8150224215246,64.17600896860989,60.3811659192825,88.1243063263041,88.1243063263041,87.7913429522753,86.9034406215316,86.22627095435091
200508,65.6558295964126,88.457269700333,65.1008968609865,65.4764573991032,65.4091928251121,64.1872197309417,60.84080717488789,88.2352941176471,88.1243063263041,88.1243063263041,87.12541620421759,86.4519941767445
200509,66.3284753363229,88.67924528301891,65.6558295964126,65.1008968609865,65.4764573991032,64.3553811659193,61.4181614349776,88.457269700333,88.2352941176471,88.1243063263041,87.45837957824641,86.56485578794121
200510,67.5168161434978,88.79023307436181,66.3284753363229,65.6558295964126,65.1008968609865,64.8150224215246,62.7970852017937,88.67924528301891,88.457269700333,88.2352941176471,87.7913429522753,86.79057901033491
200511,68.46412556053811,88.79023307436181,67.5168161434978,66.3284753363229,65.6558295964126,65.4091928251121,63.6210762331839,88.79023307436181,88.67924528301891,88.457269700333,88.1243063263041,86.9034406215316
200512,68.75,89.1231964483907,68.46412556053811,67.5168161434978,66.3284753363229,65.4764573991032,63.822869955157,88.79023307436181,88.79023307436181,88.67924528301891,88.1243063263041,87.3548870663188
200601,69.2656950672646,88.79023307436181,68.75,68.46412556053811,67.5168161434978,65.1008968609865,64.17600896860989,89.1231964483907,88.79023307436181,88.79023307436181,88.2352941176471,86.9034406215316
200602,69.4170403587444,89.01220865704771,69.2656950672646,68.75,68.46412556053811,65.6558295964126,64.1872197309417,88.79023307436181,89.1231964483907,88.79023307436181,88.457269700333,87.12541620421759
200603,69.6076233183856,89.2341842397336,69.4170403587444,69.2656950672646,68.75,66.3284753363229,64.3553811659193,89.01220865704771,88.79023307436181,89.1231964483907,88.67924528301891,87.45837957824641
200604,70.5381165919282,89.7891231964484,69.6076233183856,69.4170403587444,69.2656950672646,67.5168161434978,64.8150224215246,89.2341842397336,89.01220865704771,88.79023307436181,88.79023307436181,87.7913429522753
200605,71.8609865470852,90.2330743618202,70.5381165919282,69.6076233183856,69.4170403587444,68.46412556053811,65.4091928251121,89.7891231964484,89.2341842397336,89.01220865704771,88.79023307436181,88.1243063263041
200606,72.1020179372197,90.45504994450609,71.8609865470852,70.5381165919282,69.6076233183856,68.75,65.4764573991032,90.2330743618202,89.7891231964484,89.2341842397336,89.1231964483907,88.1243063263041
200607,72.7130044843049,90.45504994450609,72.1020179372197,71.8609865470852,70.5381165919282,69.2656950672646,65.1008968609865,90.45504994450609,90.2330743618202,89.7891231964484,88.79023307436181,88.2352941176471
200608,72.3934977578476,90.78801331853501,72.7130044843049,72.1020179372197,71.8609865470852,69.4170403587444,65.6558295964126,90.45504994450609,90.45504994450609,90.2330743618202,89.01220865704771,88.457269700333
200609,73.3239910313901,90.89900110987791,72.3934977578476,72.7130044843049,72.1020179372197,69.6076233183856,66.3284753363229,90.78801331853501,90.45504994450609,90.45504994450609,89.2341842397336,88.67924528301891
200610,74.2544843049327,91.00998890122091,73.3239910313901,72.3934977578476,72.7130044843049,70.5381165919282,67.5168161434978,90.89900110987791,90.78801331853501,90.45504994450609,89.7891231964484,88.79023307436181
200611,75.2130044843049,91.23196448390681,74.2544843049327,73.3239910313901,72.3934977578476,71.8609865470852,68.46412556053811,91.00998890122091,90.89900110987791,90.78801331853501,90.2330743618202,88.79023307436181
200612,75.3867713004484,91.67591564927861,75.2130044843049,74.2544843049327,73.3239910313901,72.1020179372197,68.75,91.23196448390681,91.00998890122091,90.89900110987791,90.45504994450609,89.1231964483907
200701,76.1434977578475,91.1209766925638,75.3867713004484,75.2130044843049,74.2544843049327,72.7130044843049,69.2656950672646,91.67591564927861,91.23196448390681,91.00998890122091,90.45504994450609,88.79023307436181
200702,76.4686098654708,91.45394006659271,76.1434977578475,75.3867713004484,75.2130044843049,72.3934977578476,69.4170403587444,91.1209766925638,91.67591564927861,91.23196448390681,90.78801331853501,89.01220865704771
200703,77.1692825112107,91.8978912319645,76.4686098654708,76.1434977578475,75.3867713004484,73.3239910313901,69.6076233183856,91.45394006659271,91.1209766925638,91.67591564927861,90.89900110987791,89.2341842397336
200704,78.0997757847534,92.2308546059934,77.1692825112107,76.4686098654708,76.1434977578475,74.2544843049327,70.5381165919282,91.8978912319645,91.45394006659271,91.1209766925638,91.00998890122091,89.7891231964484
200705,78.4921524663677,92.4528301886792,78.0997757847534,77.1692825112107,76.4686098654708,75.2130044843049,71.8609865470852,92.2308546059934,91.8978912319645,91.45394006659271,91.23196448390681,90.2330743618202
200706,78.30156950672641,92.6748057713652,78.4921524663677,78.0997757847534,77.1692825112107,75.3867713004484,72.1020179372197,92.4528301886792,92.2308546059934,91.8978912319645,91.67591564927861,90.45504994450609
200707,77.72982062780271,92.2308546059934,78.30156950672641,78.4921524663677,78.0997757847534,76.1434977578475,72.7130044843049,92.6748057713652,92.4528301886792,92.2308546059934,91.1209766925638,90.45504994450609
200708,77.7466367713004,92.56381798002221,77.72982062780271,78.30156950672641,78.4921524663677,76.4686098654708,72.3934977578476,92.2308546059934,92.6748057713652,92.4528301886792,91.45394006659271,90.78801331853501
200709,78.54820627802691,92.6748057713652,77.7466367713004,77.72982062780271,78.30156950672641,77.1692825112107,73.3239910313901,92.56381798002221,92.2308546059934,92.6748057713652,91.8978912319645,90.89900110987791
200710,79.97197309417041,93.00776914539401,78.54820627802691,77.7466367713004,77.72982062780271,78.0997757847534,74.2544843049327,92.6748057713652,92.56381798002221,92.2308546059934,92.2308546059934,91.00998890122091
200711,81.530269058296,93.34073251942291,79.97197309417041,78.54820627802691,77.7466367713004,78.4921524663677,75.2130044843049,93.00776914539401,92.6748057713652,92.56381798002221,92.4528301886792,91.23196448390681
200712,81.7096412556054,93.78468368479471,81.530269058296,79.97197309417041,78.54820627802691,78.30156950672641,75.3867713004484,93.34073251942291,93.00776914539401,92.6748057713652,92.6748057713652,91.67591564927861
200801,82.3654708520179,93.34073251942291,81.7096412556054,81.530269058296,79.97197309417041,77.72982062780271,76.1434977578475,93.78468368479471,93.34073251942291,93.00776914539401,92.2308546059934,91.1209766925638
200802,83.4304932735426,93.8956714761376,82.3654708520179,81.7096412556054,81.530269058296,77.7466367713004,76.4686098654708,93.34073251942291,93.78468368479471,93.34073251942291,92.56381798002221,91.45394006659271
200803,84.2320627802691,94.22863485016649,83.4304932735426,82.3654708520179,81.7096412556054,78.54820627802691,77.1692825112107,93.8956714761376,93.34073251942291,93.78468368479471,92.6748057713652,91.8978912319645
200804,85.6446188340807,95.00554938956721,84.2320627802691,83.4304932735426,82.3654708520179,79.97197309417041,78.0997757847534,94.22863485016649,93.8956714761376,93.34073251942291,93.00776914539401,92.2308546059934
200805,86.9226457399103,95.56048834628191,85.6446188340807,84.2320627802691,83.4304932735426,81.530269058296,78.4921524663677,95.00554938956721,94.22863485016649,93.8956714761376,93.34073251942291,92.4528301886792
200806,86.6087443946188,96.11542730299671,86.9226457399103,85.6446188340807,84.2320627802691,81.7096412556054,78.30156950672641,95.56048834628191,95.00554938956721,94.22863485016649,93.78468368479471,92.6748057713652
200807,87.1076233183856,96.11542730299671,86.6087443946188,86.9226457399103,85.6446188340807,82.3654708520179,77.72982062780271,96.11542730299671,95.56048834628191,95.00554938956721,93.34073251942291,92.2308546059934
200808,86.8946188340807,96.6703662597114,87.1076233183856,86.6087443946188,86.9226457399103,83.4304932735426,77.7466367713004,96.11542730299671,96.11542730299671,95.56048834628191,93.8956714761376,92.56381798002221
200809,87.2869955156951,97.1143174250832,86.8946188340807,87.1076233183856,86.6087443946188,84.2320627802691,78.54820627802691,96.6703662597114,96.11542730299671,96.11542730299671,94.22863485016649,92.6748057713652
200810,89.5571748878924,96.8923418423974,87.2869955156951,86.8946188340807,87.1076233183856,85.6446188340807,79.97197309417041,97.1143174250832,96.6703662597114,96.11542730299671,95.00554938956721,93.00776914539401
200811,90.3026905829596,96.8923418423974,89.5571748878924,87.2869955156951,86.8946188340807,86.9226457399103,81.530269058296,96.8923418423974,97.1143174250832,96.6703662597114,95.56048834628191,93.34073251942291
200812,89.932735426009,96.6703662597114,90.3026905829596,89.5571748878924,87.2869955156951,86.6087443946188,81.7096412556054,96.8923418423974,96.8923418423974,97.1143174250832,96.11542730299671,93.78468368479471
200901,90.1905829596412,96.11542730299671,89.932735426009,90.3026905829596,89.5571748878924,87.1076233183856,82.3654708520179,96.6703662597114,96.8923418423974,96.8923418423974,96.11542730299671,93.34073251942291
200902,89.88228699551571,96.78135405105441,90.1905829596412,89.932735426009,90.3026905829596,86.8946188340807,83.4304932735426,96.11542730299671,96.6703662597114,96.8923418423974,96.6703662597114,93.8956714761376
200903,90.87443946188341,96.8923418423974,89.88228699551571,90.1905829596412,89.932735426009,87.2869955156951,84.2320627802691,96.78135405105441,96.11542730299671,96.6703662597114,97.1143174250832,94.22863485016649
200904,90.8912556053812,97.1143174250832,90.87443946188341,89.88228699551571,90.1905829596412,89.5571748878924,85.6446188340807,96.8923418423974,96.78135405105441,96.11542730299671,96.8923418423974,95.00554938956721
200905,91.47421524663679,97.5582685904551,90.8912556053812,90.87443946188341,89.88228699551571,90.3026905829596,86.9226457399103,97.1143174250832,96.8923418423974,96.78135405105441,96.8923418423974,95.56048834628191
200906,91.5751121076233,97.780244173141,91.47421524663679,90.8912556053812,90.87443946188341,89.932735426009,86.6087443946188,97.5582685904551,97.1143174250832,96.8923418423974,96.6703662597114,96.11542730299671
