PPI_CHN,PPI_GBR,Date,PPI_CHN-1,PPI_CHN-2,PPI_CHN-3,PPI_CHN-4,PPI_CHN-5,PPI_CHN-6,PPI_CHN-7,PPI_CHN-8,PPI_CHN-12,PPI_GBR-1,PPI_GBR-2,PPI_GBR-3,PPI_GBR-4,PPI_GBR-5,PPI_GBR-6,PPI_GBR-7,PPI_GBR-8,PPI_GBR-12
0.0,4.29389312977099,201202,0.7,1.7,2.7,5.0,6.5,7.3,7.5,7.1,7.2,4.71607314725697,5.75609756097563,7.29783037475346,7.43310208126858,8.291708291708309,8.000000000000009,8.1,7.80000000000001,7.267144319344929
-0.3,3.5680751173709,201203,0.0,0.7,1.7,2.7,5.0,6.5,7.3,7.5,7.3,4.29389312977099,4.71607314725697,5.75609756097563,7.29783037475346,7.43310208126858,8.291708291708309,8.000000000000009,8.1,7.57575757575757
-0.7,2.60223048327138,201204,-0.3,0.0,0.7,1.7,2.7,5.0,6.5,7.3,6.8,3.5680751173709,4.29389312977099,4.71607314725697,5.75609756097563,7.29783037475346,7.43310208126858,8.291708291708309,8.000000000000009,7.49250749250751
-1.4,1.8587360594795301,201205,-0.7,-0.3,0.0,0.7,1.7,2.7,5.0,6.5,6.8,2.60223048327138,3.5680751173709,4.29389312977099,4.71607314725697,5.75609756097563,7.29783037475346,7.43310208126858,8.291708291708309,7.171314741035861
-2.1,0.742115027829314,201206,-1.4,-0.7,-0.3,0.0,0.7,1.7,2.7,5.0,7.1,1.8587360594795301,2.60223048327138,3.5680751173709,4.29389312977099,4.71607314725697,5.75609756097563,7.29783037475346,7.43310208126858,7.80000000000001
-2.9,0.647548566142472,201207,-2.1,-1.4,-0.7,-0.3,0.0,0.7,1.7,2.7,7.5,0.742115027829314,1.8587360594795301,2.60223048327138,3.5680751173709,4.29389312977099,4.71607314725697,5.75609756097563,7.29783037475346,8.1
-3.5,1.6666666666666698,201208,-2.9,-2.1,-1.4,-0.7,-0.3,0.0,0.7,1.7,7.3,0.647548566142472,0.742115027829314,1.8587360594795301,2.60223048327138,3.5680751173709,4.29389312977099,4.71607314725697,5.75609756097563,8.000000000000009
-3.6,1.8450184501845,201209,-3.5,-2.9,-2.1,-1.4,-0.7,-0.3,0.0,0.7,6.5,1.6666666666666698,0.647548566142472,0.742115027829314,1.8587360594795301,2.60223048327138,3.5680751173709,4.29389312977099,4.71607314725697,8.291708291708309
-2.8,1.8450184501845,201210,-3.6,-3.5,-2.9,-2.1,-1.4,-0.7,-0.3,0.0,5.0,1.8450184501845,1.6666666666666698,0.647548566142472,0.742115027829314,1.8587360594795301,2.60223048327138,3.5680751173709,4.29389312977099,7.43310208126858
-2.2,1.10294117647059,201211,-2.8,-3.6,-3.5,-2.9,-2.1,-1.4,-0.7,-0.3,2.7,1.8450184501845,1.8450184501845,1.6666666666666698,0.647548566142472,0.742115027829314,1.8587360594795301,2.60223048327138,3.5680751173709,7.29783037475346
-1.9,1.10701107011068,201212,-2.2,-2.8,-3.6,-3.5,-2.9,-2.1,-1.4,-0.7,1.7,1.10294117647059,1.8450184501845,1.8450184501845,1.6666666666666698,0.647548566142472,0.742115027829314,1.8587360594795301,2.60223048327138,5.75609756097563
-1.6,1.19485294117646,201301,-1.9,-2.2,-2.8,-3.6,-3.5,-2.9,-2.1,-1.4,0.7,1.10701107011068,1.10294117647059,1.8450184501845,1.8450184501845,1.6666666666666698,0.647548566142472,0.742115027829314,1.8587360594795301,4.71607314725697
-1.6,1.9213174748398998,201302,-1.6,-1.9,-2.2,-2.8,-3.6,-3.5,-2.9,-2.1,0.0,1.19485294117646,1.10701107011068,1.10294117647059,1.8450184501845,1.8450184501845,1.6666666666666698,0.647548566142472,0.742115027829314,4.29389312977099
-1.9,1.1786038077969099,201303,-1.6,-1.6,-1.9,-2.2,-2.8,-3.6,-3.5,-2.9,-0.3,1.9213174748398998,1.19485294117646,1.10701107011068,1.10294117647059,1.8450184501845,1.8450184501845,1.6666666666666698,0.647548566142472,3.5680751173709
-2.6,0.36231884057971003,201304,-1.9,-1.6,-1.6,-1.9,-2.2,-2.8,-3.6,-3.5,-0.7,1.1786038077969099,1.9213174748398998,1.19485294117646,1.10701107011068,1.10294117647059,1.8450184501845,1.8450184501845,1.6666666666666698,2.60223048327138
-2.9,0.8211678832116899,201305,-2.6,-1.9,-1.6,-1.6,-1.9,-2.2,-2.8,-3.6,-1.4,0.36231884057971003,1.1786038077969099,1.9213174748398998,1.19485294117646,1.10701107011068,1.10294117647059,1.8450184501845,1.8450184501845,1.8587360594795301
-2.7,1.8416206261509902,201306,-2.9,-2.6,-1.9,-1.6,-1.6,-1.9,-2.2,-2.8,-2.1,0.8211678832116899,0.36231884057971003,1.1786038077969099,1.9213174748398998,1.19485294117646,1.10701107011068,1.10294117647059,1.8450184501845,0.742115027829314
-2.3,2.2977941176470495,201307,-2.7,-2.9,-2.6,-1.9,-1.6,-1.6,-1.9,-2.2,-2.9,1.8416206261509902,0.8211678832116899,0.36231884057971003,1.1786038077969099,1.9213174748398998,1.19485294117646,1.10701107011068,1.10294117647059,0.647548566142472
-1.6,1.6393442622950603,201308,-2.3,-2.7,-2.9,-2.6,-1.9,-1.6,-1.6,-1.9,-3.5,2.2977941176470495,1.8416206261509902,0.8211678832116899,0.36231884057971003,1.1786038077969099,1.9213174748398998,1.19485294117646,1.10701107011068,1.6666666666666698
-1.3,0.996376811594194,201309,-1.6,-2.3,-2.7,-2.9,-2.6,-1.9,-1.6,-1.6,-3.6,1.6393442622950603,2.2977941176470495,1.8416206261509902,0.8211678832116899,0.36231884057971003,1.1786038077969099,1.9213174748398998,1.19485294117646,1.8450184501845
-1.5,0.271739130434773,201310,-1.3,-1.6,-2.3,-2.7,-2.9,-2.6,-1.9,-1.6,-2.8,0.996376811594194,1.6393442622950603,2.2977941176470495,1.8416206261509902,0.8211678832116899,0.36231884057971003,1.1786038077969099,1.9213174748398998,1.8450184501845
-1.4,0.36363636363636404,201311,-1.5,-1.3,-1.6,-2.3,-2.7,-2.9,-2.6,-1.9,-2.2,0.271739130434773,0.996376811594194,1.6393442622950603,2.2977941176470495,1.8416206261509902,0.8211678832116899,0.36231884057971003,1.1786038077969099,1.10294117647059
-1.4,0.7299270072992909,201312,-1.4,-1.5,-1.3,-1.6,-2.3,-2.7,-2.9,-2.6,-1.9,0.36363636363636404,0.271739130434773,0.996376811594194,1.6393442622950603,2.2977941176470495,1.8416206261509902,0.8211678832116899,0.36231884057971003,1.10701107011068
-1.6,0.181653042688465,201401,-1.4,-1.4,-1.5,-1.3,-1.6,-2.3,-2.7,-2.9,-1.6,0.7299270072992909,0.36363636363636404,0.271739130434773,0.996376811594194,1.6393442622950603,2.2977941176470495,1.8416206261509902,0.8211678832116899,1.19485294117646
-2.0,-0.8976660682226221,201402,-1.6,-1.4,-1.4,-1.5,-1.3,-1.6,-2.3,-2.7,-1.6,0.181653042688465,0.7299270072992909,0.36363636363636404,0.271739130434773,0.996376811594194,1.6393442622950603,2.2977941176470495,1.8416206261509902,1.9213174748398998
-2.3,-1.0752688172042801,201403,-2.0,-1.6,-1.4,-1.4,-1.5,-1.3,-1.6,-2.3,-1.9,-0.8976660682226221,0.181653042688465,0.7299270072992909,0.36363636363636404,0.271739130434773,0.996376811594194,1.6393442622950603,2.2977941176470495,1.1786038077969099
-2.0,-0.4512635379061479,201404,-2.3,-2.0,-1.6,-1.4,-1.4,-1.5,-1.3,-1.6,-2.6,-1.0752688172042801,-0.8976660682226221,0.181653042688465,0.7299270072992909,0.36363636363636404,0.271739130434773,0.996376811594194,1.6393442622950603,0.36231884057971003
-1.4,-0.271493212669673,201405,-2.0,-2.3,-2.0,-1.6,-1.4,-1.4,-1.5,-1.3,-2.9,-0.4512635379061479,-1.0752688172042801,-0.8976660682226221,0.181653042688465,0.7299270072992909,0.36363636363636404,0.271739130434773,0.996376811594194,0.8211678832116899
-1.9,-0.5424954792043201,201406,-1.4,-2.0,-2.3,-2.0,-1.6,-1.4,-1.4,-1.5,-2.7,-0.271493212669673,-0.4512635379061479,-1.0752688172042801,-0.8976660682226221,0.181653042688465,0.7299270072992909,0.36363636363636404,0.271739130434773,1.8416206261509902
-0.9,-1.3477088948787002,201407,-1.9,-1.4,-2.0,-2.3,-2.0,-1.6,-1.4,-1.4,-2.3,-0.5424954792043201,-0.271493212669673,-0.4512635379061479,-1.0752688172042801,-0.8976660682226221,0.181653042688465,0.7299270072992909,0.36363636363636404,2.2977941176470495
-0.2,-1.7921146953404998,201408,-0.9,-1.9,-1.4,-2.0,-2.3,-2.0,-1.6,-1.4,-1.6,-1.3477088948787002,-0.5424954792043201,-0.271493212669673,-0.4512635379061479,-1.0752688172042801,-0.8976660682226221,0.181653042688465,0.7299270072992909,1.6393442622950603
-1.8,-1.9730941704035903,201409,-0.2,-0.9,-1.9,-1.4,-2.0,-2.3,-2.0,-1.6,-1.3,-1.7921146953404998,-1.3477088948787002,-0.5424954792043201,-0.271493212669673,-0.4512635379061479,-1.0752688172042801,-0.8976660682226221,0.181653042688465,0.996376811594194
-2.2,-2.07768744354109,201410,-1.8,-0.2,-0.9,-1.9,-1.4,-2.0,-2.3,-2.0,-1.5,-1.9730941704035903,-1.7921146953404998,-1.3477088948787002,-0.5424954792043201,-0.271493212669673,-0.4512635379061479,-1.0752688172042801,-0.8976660682226221,0.271739130434773
-2.7,-2.35507246376812,201411,-2.2,-1.8,-0.2,-0.9,-1.9,-1.4,-2.0,-2.3,-1.4,-2.07768744354109,-1.9730941704035903,-1.7921146953404998,-1.3477088948787002,-0.5424954792043201,-0.271493212669673,-0.4512635379061479,-1.0752688172042801,0.36363636363636404
-3.3,-3.6231884057971,201412,-2.7,-2.2,-1.8,-0.2,-0.9,-1.9,-1.4,-2.0,-1.4,-2.35507246376812,-2.07768744354109,-1.9730941704035903,-1.7921146953404998,-1.3477088948787002,-0.5424954792043201,-0.271493212669673,-0.4512635379061479,0.7299270072992909
-4.9,-5.16772438803263,201501,-3.3,-2.7,-2.2,-1.8,-0.2,-0.9,-1.9,-1.4,-1.6,-3.6231884057971,-2.35507246376812,-2.07768744354109,-1.9730941704035903,-1.7921146953404998,-1.3477088948787002,-0.5424954792043201,-0.271493212669673,0.181653042688465
-4.8,-4.89130434782609,201502,-4.9,-3.3,-2.7,-2.2,-1.8,-0.2,-0.9,-1.9,-2.0,-5.16772438803263,-3.6231884057971,-2.35507246376812,-2.07768744354109,-1.9730941704035903,-1.7921146953404998,-1.3477088948787002,-0.5424954792043201,-0.8976660682226221
-4.6,-4.43840579710146,201503,-4.8,-4.9,-3.3,-2.7,-2.2,-1.8,-0.2,-0.9,-2.3,-4.89130434782609,-5.16772438803263,-3.6231884057971,-2.35507246376812,-2.07768744354109,-1.9730941704035903,-1.7921146953404998,-1.3477088948787002,-1.0752688172042801
-4.6,-4.170444242973709,201504,-4.6,-4.8,-4.9,-3.3,-2.7,-2.2,-1.8,-0.2,-2.0,-4.43840579710146,-4.89130434782609,-5.16772438803263,-3.6231884057971,-2.35507246376812,-2.07768744354109,-1.9730941704035903,-1.7921146953404998,-0.4512635379061479
-4.6,-3.7205081669691604,201505,-4.6,-4.6,-4.8,-4.9,-3.3,-2.7,-2.2,-1.8,-1.4,-4.170444242973709,-4.43840579710146,-4.89130434782609,-5.16772438803263,-3.6231884057971,-2.35507246376812,-2.07768744354109,-1.9730941704035903,-0.271493212669673
-4.8,-3.6363636363636402,201506,-4.6,-4.6,-4.6,-4.8,-4.9,-3.3,-2.7,-2.2,-1.9,-3.7205081669691604,-4.170444242973709,-4.43840579710146,-4.89130434782609,-5.16772438803263,-3.6231884057971,-2.35507246376812,-2.07768744354109,-0.5424954792043201
-5.4,-3.9162112932604902,201507,-4.8,-4.6,-4.6,-4.6,-4.8,-4.9,-3.3,-2.7,-0.9,-3.6363636363636402,-3.7205081669691604,-4.170444242973709,-4.43840579710146,-4.89130434782609,-5.16772438803263,-3.6231884057971,-2.35507246376812,-1.3477088948787002
-5.9,-4.74452554744524,201508,-5.4,-4.8,-4.6,-4.6,-4.6,-4.8,-4.9,-3.3,-0.2,-3.9162112932604902,-3.6363636363636402,-3.7205081669691604,-4.170444242973709,-4.43840579710146,-4.89130434782609,-5.16772438803263,-3.6231884057971,-1.7921146953404998
-5.9,-4.75754803293688,201509,-5.9,-5.4,-4.8,-4.6,-4.6,-4.6,-4.8,-4.9,-1.8,-4.74452554744524,-3.9162112932604902,-3.6363636363636402,-3.7205081669691604,-4.170444242973709,-4.43840579710146,-4.89130434782609,-5.16772438803263,-1.9730941704035903
-5.9,-4.24354243542436,201510,-5.9,-5.9,-5.4,-4.8,-4.6,-4.6,-4.6,-4.8,-2.2,-4.75754803293688,-4.74452554744524,-3.9162112932604902,-3.6363636363636402,-3.7205081669691604,-4.170444242973709,-4.43840579710146,-4.89130434782609,-2.07768744354109
-5.9,-4.08163265306123,201511,-5.9,-5.9,-5.9,-5.4,-4.8,-4.6,-4.6,-4.6,-2.7,-4.24354243542436,-4.75754803293688,-4.74452554744524,-3.9162112932604902,-3.6363636363636402,-3.7205081669691604,-4.170444242973709,-4.43840579710146,-2.35507246376812
-5.9,-3.5714285714285694,201512,-5.9,-5.9,-5.9,-5.9,-5.4,-4.8,-4.6,-4.6,-3.3,-4.08163265306123,-4.24354243542436,-4.75754803293688,-4.74452554744524,-3.9162112932604902,-3.6363636363636402,-3.7205081669691604,-4.170444242973709,-3.6231884057971
-5.3,-2.39005736137669,201601,-5.9,-5.9,-5.9,-5.9,-5.9,-5.4,-4.8,-4.6,-4.9,-3.5714285714285694,-4.08163265306123,-4.24354243542436,-4.75754803293688,-4.74452554744524,-3.9162112932604902,-3.6363636363636402,-3.7205081669691604,-5.16772438803263
-4.9,-2.6666666666666696,201602,-5.3,-5.9,-5.9,-5.9,-5.9,-5.9,-5.4,-4.8,-4.8,-2.39005736137669,-3.5714285714285694,-4.08163265306123,-4.24354243542436,-4.75754803293688,-4.74452554744524,-3.9162112932604902,-3.6363636363636402,-4.89130434782609
-4.3,-2.4644549763032995,201603,-4.9,-5.3,-5.9,-5.9,-5.9,-5.9,-5.9,-5.4,-4.6,-2.6666666666666696,-2.39005736137669,-3.5714285714285694,-4.08163265306123,-4.24354243542436,-4.75754803293688,-4.74452554744524,-3.9162112932604902,-4.43840579710146
-3.4,-1.98675496688741,201604,-4.3,-4.9,-5.3,-5.9,-5.9,-5.9,-5.9,-5.9,-4.6,-2.4644549763032995,-2.6666666666666696,-2.39005736137669,-3.5714285714285694,-4.08163265306123,-4.24354243542436,-4.75754803293688,-4.74452554744524,-4.170444242973709
-2.8,-1.9792648444863201,201605,-3.4,-4.3,-4.9,-5.3,-5.9,-5.9,-5.9,-5.9,-4.6,-1.98675496688741,-2.4644549763032995,-2.6666666666666696,-2.39005736137669,-3.5714285714285694,-4.08163265306123,-4.24354243542436,-4.75754803293688,-3.7205081669691604
-2.6,-1.03773584905659,201606,-2.8,-3.4,-4.3,-4.9,-5.3,-5.9,-5.9,-5.9,-4.8,-1.9792648444863201,-1.98675496688741,-2.4644549763032995,-2.6666666666666696,-2.39005736137669,-3.5714285714285694,-4.08163265306123,-4.24354243542436,-3.6363636363636402
-1.7,-0.37914691943128004,201607,-2.6,-2.8,-3.4,-4.3,-4.9,-5.3,-5.9,-5.9,-5.4,-1.03773584905659,-1.9792648444863201,-1.98675496688741,-2.4644549763032995,-2.6666666666666696,-2.39005736137669,-3.5714285714285694,-4.08163265306123,-3.9162112932604902
-0.8,0.766283524904215,201608,-1.7,-2.6,-2.8,-3.4,-4.3,-4.9,-5.3,-5.9,-5.9,-0.37914691943128004,-1.03773584905659,-1.9792648444863201,-1.98675496688741,-2.4644549763032995,-2.6666666666666696,-2.39005736137669,-3.5714285714285694,-4.74452554744524
0.1,1.53698366954851,201609,-0.8,-1.7,-2.6,-2.8,-3.4,-4.3,-4.9,-5.3,-5.9,0.766283524904215,-0.37914691943128004,-1.03773584905659,-1.9792648444863201,-1.98675496688741,-2.4644549763032995,-2.6666666666666696,-2.39005736137669,-4.75754803293688
1.2,3.37186897880539,201610,0.1,-0.8,-1.7,-2.6,-2.8,-3.4,-4.3,-4.9,-5.9,1.53698366954851,0.766283524904215,-0.37914691943128004,-1.03773584905659,-1.9792648444863201,-1.98675496688741,-2.4644549763032995,-2.6666666666666696,-4.24354243542436
3.3,3.77176015473887,201611,1.2,0.1,-0.8,-1.7,-2.6,-2.8,-3.4,-4.3,-5.9,3.37186897880539,1.53698366954851,0.766283524904215,-0.37914691943128004,-1.03773584905659,-1.9792648444863201,-1.98675496688741,-2.4644549763032995,-4.08163265306123
5.5,5.16569200779729,201612,3.3,1.2,0.1,-0.8,-1.7,-2.6,-2.8,-3.4,-5.9,3.77176015473887,3.37186897880539,1.53698366954851,0.766283524904215,-0.37914691943128004,-1.03773584905659,-1.9792648444863201,-1.98675496688741,-3.5714285714285694
6.9,6.75808031341824,201701,5.5,3.3,1.2,0.1,-0.8,-1.7,-2.6,-2.8,-5.3,5.16569200779729,3.77176015473887,3.37186897880539,1.53698366954851,0.766283524904215,-0.37914691943128004,-1.03773584905659,-1.9792648444863201,-2.39005736137669
7.8,7.045009784735821,201702,6.9,5.5,3.3,1.2,0.1,-0.8,-1.7,-2.6,-4.9,6.75808031341824,5.16569200779729,3.77176015473887,3.37186897880539,1.53698366954851,0.766283524904215,-0.37914691943128004,-1.03773584905659,-2.6666666666666696
7.6,6.511175898930969,201703,7.8,6.9,5.5,3.3,1.2,0.1,-0.8,-1.7,-4.3,7.045009784735821,6.75808031341824,5.16569200779729,3.77176015473887,3.37186897880539,1.53698366954851,0.766283524904215,-0.37914691943128004,-2.4644549763032995
6.4,5.88803088803088,201704,7.6,7.8,6.9,5.5,3.3,1.2,0.1,-0.8,-3.4,6.511175898930969,7.045009784735821,6.75808031341824,5.16569200779729,3.77176015473887,3.37186897880539,1.53698366954851,0.766283524904215,-1.98675496688741
5.5,5.28846153846153,201705,6.4,7.6,7.8,6.9,5.5,3.3,1.2,0.1,-2.8,5.88803088803088,6.511175898930969,7.045009784735821,6.75808031341824,5.16569200779729,3.77176015473887,3.37186897880539,1.53698366954851,-1.9792648444863201
5.5,4.09914204003812,201706,5.5,6.4,7.6,7.8,6.9,5.5,3.3,1.2,-2.6,5.28846153846153,5.88803088803088,6.511175898930969,7.045009784735821,6.75808031341824,5.16569200779729,3.77176015473887,3.37186897880539,-1.03773584905659
5.5,4.18648905803997,201707,5.5,5.5,6.4,7.6,7.8,6.9,5.5,3.3,-1.7,4.09914204003812,5.28846153846153,5.88803088803088,6.511175898930969,7.045009784735821,6.75808031341824,5.16569200779729,3.77176015473887,-0.37914691943128004
6.3,4.75285171102662,201708,5.5,5.5,5.5,6.4,7.6,7.8,6.9,5.5,-0.8,4.18648905803997,4.09914204003812,5.28846153846153,5.88803088803088,6.511175898930969,7.045009784735821,6.75808031341824,5.16569200779729,0.766283524904215
6.9,4.91958372753075,201709,6.3,5.5,5.5,5.5,6.4,7.6,7.8,6.9,0.1,4.75285171102662,4.18648905803997,4.09914204003812,5.28846153846153,5.88803088803088,6.511175898930969,7.045009784735821,6.75808031341824,1.53698366954851
6.9,3.72786579683132,201710,6.9,6.3,5.5,5.5,5.5,6.4,7.6,7.8,1.2,4.91958372753075,4.75285171102662,4.18648905803997,4.09914204003812,5.28846153846153,5.88803088803088,6.511175898930969,7.045009784735821,3.37186897880539
5.8,4.28704566635602,201711,6.9,6.9,6.3,5.5,5.5,5.5,6.4,7.6,3.3,3.72786579683132,4.91958372753075,4.75285171102662,4.18648905803997,4.09914204003812,5.28846153846153,5.88803088803088,6.511175898930969,3.77176015473887
4.9,3.9851714550509705,201712,5.8,6.9,6.9,6.3,5.5,5.5,5.5,6.4,5.5,4.28704566635602,3.72786579683132,4.91958372753075,4.75285171102662,4.18648905803997,4.09914204003812,5.28846153846153,5.88803088803088,5.16569200779729
4.3,3.30275229357796,201801,4.9,5.8,6.9,6.9,6.3,5.5,5.5,5.5,6.9,3.9851714550509705,4.28704566635602,3.72786579683132,4.91958372753075,4.75285171102662,4.18648905803997,4.09914204003812,5.28846153846153,6.75808031341824
3.7,2.9250457038391,201802,4.3,4.9,5.8,6.9,6.9,6.3,5.5,5.5,7.8,3.30275229357796,3.9851714550509705,4.28704566635602,3.72786579683132,4.91958372753075,4.75285171102662,4.18648905803997,4.09914204003812,7.045009784735821
3.1,2.9197080291970803,201803,3.7,4.3,4.9,5.8,6.9,6.9,6.3,5.5,7.6,2.9250457038391,3.30275229357796,3.9851714550509705,4.28704566635602,3.72786579683132,4.91958372753075,4.75285171102662,4.18648905803997,6.511175898930969
3.4,3.55515041020966,201804,3.1,3.7,4.3,4.9,5.8,6.9,6.9,6.3,6.4,2.9197080291970803,2.9250457038391,3.30275229357796,3.9851714550509705,4.28704566635602,3.72786579683132,4.91958372753075,4.75285171102662,5.88803088803088
4.1,4.93150684931507,201805,3.4,3.1,3.7,4.3,4.9,5.8,6.9,6.9,5.5,3.55515041020966,2.9197080291970803,2.9250457038391,3.30275229357796,3.9851714550509705,4.28704566635602,3.72786579683132,4.91958372753075,5.28846153846153
4.7,5.677655677655681,201806,4.1,3.4,3.1,3.7,4.3,4.9,5.8,6.9,5.5,4.93150684931507,3.55515041020966,2.9197080291970803,2.9250457038391,3.30275229357796,3.9851714550509705,4.28704566635602,3.72786579683132,4.09914204003812
4.6,5.29680365296804,201807,4.7,4.1,3.4,3.1,3.7,4.3,4.9,5.8,5.5,5.677655677655681,4.93150684931507,3.55515041020966,2.9197080291970803,2.9250457038391,3.30275229357796,3.9851714550509705,4.28704566635602,4.18648905803997
4.1,4.99092558983666,201808,4.6,4.7,4.1,3.4,3.1,3.7,4.3,4.9,6.3,5.29680365296804,5.677655677655681,4.93150684931507,3.55515041020966,2.9197080291970803,2.9250457038391,3.30275229357796,3.9851714550509705,4.75285171102662
3.6,4.959422903516701,201809,4.1,4.6,4.7,4.1,3.4,3.1,3.7,4.3,6.9,4.99092558983666,5.29680365296804,5.677655677655681,4.93150684931507,3.55515041020966,2.9197080291970803,2.9250457038391,3.30275229357796,4.91958372753075
3.3,5.30098831985626,201810,3.6,4.1,4.6,4.7,4.1,3.4,3.1,3.7,6.9,4.959422903516701,4.99092558983666,5.29680365296804,5.677655677655681,4.93150684931507,3.55515041020966,2.9197080291970803,2.9250457038391,3.72786579683132
2.7,4.28954423592494,201811,3.3,3.6,4.1,4.6,4.7,4.1,3.4,3.1,5.8,5.30098831985626,4.959422903516701,4.99092558983666,5.29680365296804,5.677655677655681,4.93150684931507,3.55515041020966,2.9197080291970803,4.28704566635602
0.9,3.2085561497326,201812,2.7,3.3,3.6,4.1,4.6,4.7,4.1,3.4,4.9,4.28954423592494,5.30098831985626,4.959422903516701,4.99092558983666,5.29680365296804,5.677655677655681,4.93150684931507,3.55515041020966,3.9851714550509705
